num,energy,dist,dist
0,-75.59780592,2.5,3.465328928
1,-75.65575146,2.223999291,3.1887903
2,-75.68614044,1.952554518,2.915199141
3,-75.72796473,1.687865191,2.64547008
4,-75.78150502,1.433677828,2.380916065
5,-75.84428245,1.196703297,2.123472187
6,-75.91015577,0.989388145,1.876067804
7,-75.96547239,0.834147756,1.643243784
8,-75.98387772,0.763439265,1.432128947
9,-75.93261802,0.8,1.253738395
