num,energy,dist,dist,dist
272,-75.822754,1,1.674856671,1.73514693
273,-75.681267,1,2.456902548,1.720068641
274,-75.656996,1,2.518946864,1.520522707
275,-75.138767,1,3.736894449,3.117872692
276,-75.50803,1,3.09492779,2.168740654
277,-75.671555,1,2.681119189,2.565905319
278,-75.673223,1,2.465801689,1.544750455
279,-75.673859,1,2.552120049,1.886746073
280,-75.646877,1,2.824745991,2.027603983
281,-75.718856,1,2.285599465,2.239376457
282,-75.764948,1,0.739339888,0.797754016
283,-75.738515,1,2.029920206,1.530799151
284,-75.641641,1,2.818033325,1.871506297
285,-75.782568,1,1.8708238,1.82667011
286,-75.697279,1,2.46560931,2.589528387
287,-75.795722,1,0.903359657,0.66153962
288,-75.64758,1,2.936144136,2.729421622
289,-75.720132,1,2.045536859,1.128902583
290,-75.618674,1,3.246393912,2.421422192
291,-75.662405,1,2.788099881,2.871103785
292,-75.648888,1,2.765145427,1.882653774
293,-75.203903,1,3.007977144,2.319578948
294,-75.705067,1,2.245699039,1.547845009
295,-75.876125,1,1.357907557,1.349025179
296,-75.634149,1,2.962443311,2.070788828
297,-74.879672,1,0.50293423,0.573772464
298,-75.681096,1,2.512327817,1.978193889
299,-75.712896,1,2.198638098,1.573084068
300,-75.105892,1,3.437945029,2.764117585
301,-75.6629,1,2.783310319,2.890202818
302,-75.739063,1,1.934654881,1.141563624
303,-75.658571,1,2.828507411,2.877460717
304,-75.704536,1,2.395287115,2.347184348
305,-75.500078,1,0.608616043,0.745109044
306,-75.811412,1,1.117061808,0.681396421
307,9999,1,0.497595125,0.890370096
308,-75.633261,1,3.096391424,2.665962462
309,-75.676526,1,2.407323482,1.454121847
310,-75.644546,1,2.982601407,2.85527602
311,-75.736278,1,1.922703959,1.026554681
312,-75.691941,1,2.480451554,2.283562549
313,-75.661088,1,2.789856171,2.674689787
314,-75.664304,1,2.739977078,2.497961647
315,-75.802903,1,1.305635967,0.728594042
316,-75.713637,1,2.17494313,1.489616602
317,-75.648984,1,0.689859258,0.69024039
318,-75.688726,1,2.333926792,1.451849259
319,-75.661474,1,2.797886923,2.875083517
320,-75.820597,1,0.710610731,1.07440384
321,-75.941148,1,1.092794695,1.312560188
322,-75.736774,1,1.438005574,0.587433428
323,-75.683353,1,1.513070476,0.519675154
324,-75.951841,1,0.850374579,1.294057543
325,-75.878941,1,1.115964303,0.956392349
326,-75.682074,1,2.584130302,2.504574498
327,-75.710463,1,2.253520617,1.747935688
328,-75.645337,1,2.923144767,2.450388812
329,-75.08671,1,3.198127883,2.923813256
330,-75.637123,1,3.033616643,2.561576845
331,-75.791798,1,0.851907419,0.686245036
332,-75.861669,1,1.332271374,1.16378392
333,-75.637795,1,3.066027236,2.880417854
334,-75.68791,1,2.392830494,1.658674101
335,-75.044133,1,3.431001907,2.728442429
336,-75.60839,1,3.534546934,3.074076776
337,9999,1,0.446489382,0.860314343
338,-75.804138,1,1.776639762,1.852419727
339,-75.468902,1,0.619914726,0.644493807
340,-75.644055,1,2.83310735,1.961608844
341,9999,1,1.315454191,0.40622128
342,-75.654773,1,2.86584731,2.81776557
343,-75.022403,1,3.105904361,2.592373797
344,-75.70239,1,2.141951319,1.160634074
345,-75.672493,1,2.495094841,1.613635109
346,-75.590628,1,4.010335194,3.409403814
347,-75.752592,1,1.579719322,0.678897001
348,-75.660863,1,2.781305361,2.569996014
349,9999,1,0.323906934,0.682424869
350,-75.634561,1,3.116687689,2.984900359
351,-75.094399,1,3.668001554,3.166063076
352,-75.219361,1,3.779760891,3.085651373
353,9999,1,0.392507769,0.735542214
354,-75.800586,1,1.423915503,0.812103047
355,-75.871153,1,0.998674288,0.856428826
356,-75.65951,1,2.726262674,2.133291862
357,-75.660189,1,2.78879782,2.578246939
358,-75.740674,1,1.709112641,0.709439229
359,-75.710077,1,2.150588368,1.287061897
360,-75.892765,1,1.336702427,1.45771032
361,-75.741574,1,1.771369784,0.772699754
362,9999,1,1.266436774,0.370389123
363,-75.710656,1,2.352467815,2.352485244
364,-75.631298,1,2.972047386,2.02964028
365,-75.672751,1,2.470761653,1.549835844
366,-75.794042,1,1.760234763,1.578832613
367,-75.842,1,0.967319564,0.755503236
368,-75.823182,1,1.414445253,0.989044677
369,-75.70345,1,2.384378547,2.19632854
370,-75.693828,1,2.368566667,1.746478187
371,-75.211978,1,3.054785555,2.096337947
372,-75.908595,1,1.138439381,1.158221146
373,-75.732021,1,2.206405615,2.296056562
374,-75.68714,1,2.517274114,2.283259724
375,-75.894226,1,1.392710133,1.705480435
376,-75.781633,1,1.876891531,1.835126104
377,-75.704046,1,2.321677919,1.866636644
378,-75.64879,1,2.848347423,2.228479984
379,-75.72065,1,2.226478143,1.933401904
380,-75.639169,1,2.810502354,1.831399324
381,-75.645165,1,2.75001301,1.784446008
382,-75.714238,1,2.061171034,1.092538343
383,9999,1,1.261430212,0.263681966
384,-75.678145,1,2.579552445,2.221009414
385,-75.686649,1,2.238269155,1.241832038
386,-75.712054,1,2.327943515,2.216067917
387,-75.82805,1,1.502786696,1.239249714
388,-75.92799,1,1.18325298,1.388591234
389,-75.882085,1,1.363195714,1.422337004
390,-75.506614,1,0.618773735,0.706435372
391,-75.639649,1,2.876942762,1.973894034
392,-75.674616,1,2.496126498,1.671150949
393,-75.294587,1,3.111413034,2.2406073
394,-75.961694,1,0.944764746,1.303997862
395,-75.654341,1,2.877169652,2.971978333
396,-75.134187,1,3.231296352,2.93933872
397,-75.49813,1,0.616709364,0.701886344
398,-75.815094,1,1.728097813,1.849135487
399,-75.814246,1,1.709094697,1.728416235
400,-75.655829,1,2.845467076,2.702635173
401,-75.687723,1,2.430826155,1.827445703
402,-75.289384,1,3.259266384,2.795845017
403,-75.60373,1,3.588932612,2.848981448
404,9999,1,0.85936145,0.35712477
405,-75.888122,1,1.321606706,1.368714829
406,9999,1,0.743529714,0.295966951
407,-75.600372,1,3.721596505,3.211950272
408,-75.6923,1,2.451742651,2.114435628
409,-75.764781,1,1.847703411,1.387805424
410,-75.876358,1,1.467193082,1.754621765
411,-75.759369,1,1.895176802,1.456794807
412,-75.722233,1,2.172132045,1.720735779
413,-75.680154,1,2.498874498,1.874166416
414,-75.709689,1,2.364000786,2.41288245
415,-75.898439,1,1.31561001,1.455457213
416,-75.644097,1,2.916593768,2.332333855
417,-75.510431,1,3.075878706,2.145058464
418,-75.62057,1,3.304962362,2.906709517
419,-75.688065,1,2.543507472,2.705301141
420,-75.284012,1,0.523966431,1.025691387
421,-75.855617,1,1.155801373,0.869657872
422,9999,1,0.641426336,0.365488365
423,-75.747282,1,2.068114462,1.919952454
424,-75.639773,1,2.966119293,2.343162321
425,-75.731903,1,2.207925242,2.307490384
426,-75.834545,1,1.592515849,1.588638011
427,-75.762602,1,1.986799929,1.921051784
428,-75.692937,1,2.501515256,2.623085697
429,-75.779691,1,0.791202158,0.729514122
430,-75.72763,1,2.016496706,1.188274784
431,-75.724466,1,2.041439624,1.210386607
432,-75.609334,1,3.440898724,2.636601606
433,-75.684705,1,2.4605908,1.860295967
434,-75.687748,1,2.458175906,1.963909057
435,-75.734543,1,2.097744707,1.718668338
436,-75.628448,1,3.120525542,2.443165499
437,-75.652511,1,2.54806792,1.54813634
438,-75.708879,1,2.098051232,1.123523463
439,-75.698787,1,2.28703609,1.53818662
440,-75.621247,1,3.24820876,2.604836684
441,-75.650626,1,2.918551643,2.94780659
442,-75.86709,1,1.265622647,1.080275282
443,-75.731713,1,1.991732924,1.19139164
444,-75.706645,1,2.382031203,2.366421909
445,-75.657995,1,2.787983422,2.411959693
446,9999,1,0.371989893,0.889211156
447,9999,1,0.253743934,0.784221897
448,-75.643147,1,2.922124451,2.306268697
449,-75.736566,1,1.931283978,1.064015885
450,9999,1,0.894162127,0.108415448
451,-75.669738,1,2.422931051,1.434148137
452,-75.651087,1,2.822094142,2.212123267
453,-75.928048,1,1.145490309,1.307397433
454,-75.624044,1,3.204902901,2.583575547
455,-75.644808,1,2.872026499,2.142738951
456,-75.634302,1,3.098361512,2.778044646
457,-75.667796,1,2.669208237,2.232581603
458,9999,1,0.857445031,0.405354143
459,-75.908647,1,1.324080028,1.619958617
460,-75.096668,1,3.078683676,2.269153846
461,-75.650016,1,2.920342802,2.855696076
462,-75.72004,1,2.081156593,1.260653308
463,-75.134083,1,3.11485243,2.188514031
464,-75.610345,1,3.418071092,2.610983721
465,-75.745965,1,1.875841189,1.072964196
466,-75.722186,1,2.085391987,1.339394542
467,-75.810189,1,1.371797515,0.819565996
468,-75.890051,1,1.407237027,1.699775882
469,-75.636964,1,3.028510187,2.517146788
470,-75.859121,1,1.401308839,1.297417613
471,-75.710257,1,2.320012476,2.081492227
472,-75.661573,1,2.777235778,2.595071977
473,-75.725916,1,2.164986264,1.790910808
474,-75.61921,1,3.215416649,2.336871034
475,-75.681093,1,2.605402744,2.755642114
476,-75.632335,1,2.952465381,2.006015909
477,-75.63628,1,2.985505705,2.242578051
478,-75.644724,1,2.937109492,2.497171634
479,-75.247138,1,3.151661914,2.352903062
480,-75.774171,1,1.800345542,1.390684749
481,-75.596534,1,3.823518351,3.272434045
482,-75.663639,1,2.535527923,1.575821007
483,-75.677442,1,2.625945853,2.531375836
484,-75.28878,1,3.309595757,2.831928331
485,-75.625996,1,3.203773299,2.745865138
486,-75.641073,1,3.026628958,2.888573498
487,-75.678602,1,2.539976244,2.018616685
488,-75.595999,1,3.838713854,3.281979289
489,-75.690158,1,2.51277217,2.443198719
490,-75.794782,1,1.453172624,0.80406012
491,-75.696042,1,2.294319514,1.488105518
492,-75.722322,1,2.136648803,1.567783183
493,-75.636616,1,2.807600549,1.813712448
494,-75.675358,1,2.640692669,2.498584754
495,-75.657592,1,2.756830182,2.201208908
496,-75.814826,1,1.59537959,1.338282495
497,-75.724422,1,1.981003969,1.012266133
498,-75.62078,1,3.292305316,2.837852761
499,-75.630116,1,2.994421564,2.056663925
500,-75.641105,1,2.922865543,2.198214498
501,-75.100906,1,0.536124428,0.594960001
502,-75.665109,1,2.694642821,2.241825581
503,-75.681603,1,2.425171622,1.599552874
504,-75.022461,1,3.517214979,3.033844295
505,-75.378949,1,0.60925399,0.573817414
506,-75.679011,1,2.616248873,2.57637384
507,-75.678886,1,2.568931141,2.193050206
508,-75.810096,1,1.563565293,1.191568054
509,-75.362598,1,3.052108181,2.345829139
510,-75.847502,1,1.455641561,1.32136231
511,-75.784159,1,1.802296826,1.566993251
512,-75.034765,1,3.865993162,3.273133533
513,-75.68513,1,2.437051273,1.764132905
514,-75.628207,1,3.102655597,2.355111835
515,-75.303061,1,3.033898195,2.338097572
516,-75.653646,1,2.881570869,2.877259577
517,-75.635263,1,3.033093075,2.425101152
518,-75.688196,1,2.388971587,1.650992806
519,-75.941065,1,1.098328391,1.321562429
520,-75.800414,1,1.377242868,0.766604147
521,-75.714095,1,2.241130553,1.800800421
522,-75.661206,1,2.800606449,2.872333978
523,-75.812267,1,1.597248666,1.311735988
524,9999,1,1.027935555,0.322368588
525,-75.82805,1,1.673250887,1.851091714
526,-75.742461,1,1.936321889,1.240604069
527,-75.91793,1,1.242174746,1.445768342
528,-75.709737,1,2.33296421,2.141071696
529,-75.642266,1,2.77057937,1.793041563
530,-75.714838,1,2.292916944,2.100931725
531,-75.651857,1,2.765617286,1.979714367
532,-75.682398,1,2.463152723,1.787983036
533,-75.896946,1,1.084224708,1.023236638
534,-75.632353,1,2.953443211,2.008355745
535,-75.701971,1,2.235561369,1.413539045
536,-75.748244,1,1.593418201,0.670022062
537,-75.615896,1,3.315742961,2.545491972
538,-75.797865,1,0.694873876,1.064753353
539,-75.938207,1,1.160747263,1.430452449
540,9999,1,1.0497171,0.337235807
541,-75.59562,1,3.830548021,3.169478528
542,9999,1,1.420767798,0.422112706
543,-75.692073,1,2.488645484,2.356308626
544,-75.694021,1,2.248619434,1.302392935
545,-75.633575,1,2.820532994,1.821542306
546,-75.333267,1,3.434079615,2.737092399
547,-75.714974,1,2.207678678,1.673871305
548,-75.727402,1,2.216175638,2.120558053
549,-75.660151,1,2.571501243,1.609194409
550,-75.617345,1,3.265268275,2.42345227
551,-75.724607,1,2.116207226,1.541388667
552,-75.697456,1,2.307903527,1.588784657
553,-75.749348,1,2.094603905,2.196659172
554,-75.719699,1,2.027593697,1.071860158
555,-75.645423,1,2.983831199,3.074091187
556,9999,1,0.769838591,0.234715693
557,-75.146074,1,3.379245759,2.696377551
558,9999,1,0.403124443,1.000768363
559,-75.662227,1,2.734366916,2.323760838
560,-75.802892,1,1.654398947,1.358212014
561,-75.673992,1,2.436536274,1.487298563
562,-75.900031,1,1.048406313,1.009013279
563,-75.673886,1,2.514047337,1.719140487
564,-75.129491,1,3.444031673,2.619956902
565,-75.286186,1,3.407206327,3.001555422
566,9999,1,0.406770763,0.868679719
567,-75.687288,1,2.492571969,2.132596778
568,-75.701302,1,2.31467868,1.743125753
569,-75.78025,1,1.344666005,0.66614763
570,-75.678846,1,2.483367747,1.754116121
571,-75.653545,1,2.880506105,2.839962574
572,9999,1,1.461604116,0.487836645
573,-75.676286,1,2.520163975,1.829073662
574,-75.761047,1,0.797310533,0.681841687
575,-75.800288,1,1.723360627,1.545854408
576,-75.731304,1,1.904564529,0.911298
577,-75.622997,1,3.237018649,2.687317573
578,-75.793984,1,1.679997926,1.311786199
579,-75.871846,1,1.254180783,1.095127132
580,-75.694765,1,2.486697737,2.678424469
581,9999,1,0.965588744,0.218026657
582,-75.131512,1,3.63704573,2.924472883
583,-75.652973,1,2.758586506,1.994038995
584,-75.70972,1,1.018931648,0.511321526
585,-75.604118,1,3.630016415,3.146539555
586,-75.617594,1,3.350344946,2.899869524
587,-75.640806,1,2.77044736,1.783441217
588,-75.124046,1,3.425402664,2.616174193
589,-75.730157,1,1.959579166,1.032864225
590,-75.057326,1,3.523624417,2.972016661
591,-75.687586,1,2.380255941,1.594589711
592,-75.505648,1,3.069187794,2.182087925
593,-75.884387,1,1.081661188,0.955035562
594,-75.645927,1,2.825612781,1.995736853
595,-75.628246,1,3.162230267,2.672245172
596,-75.644777,1,2.981827438,2.878600853
597,-75.64276,1,2.790151882,1.831269921
598,-75.6405,1,2.95624727,2.333665341
599,-75.69664,1,2.137946935,1.138199938
600,-75.644886,1,2.834812734,1.993282528
601,-75.615222,1,3.299079124,2.438603098
602,-75.650338,1,2.904655135,2.716091945
603,-75.725892,1,2.043505031,1.258367518
604,-75.772196,1,1.617334006,0.82673048
605,-75.768727,1,1.684373669,0.910177266
606,-75.693262,1,0.670353175,0.854609489
607,-75.725071,1,1.956761045,0.966247271
608,-75.63179,1,3.117818612,2.685084896
609,-75.796739,1,1.649239933,1.257995372
610,-75.633789,1,3.128108584,3.000053218
611,-75.780057,1,1.858074468,1.711542208
612,-75.632391,1,2.909345733,1.929874762
613,-75.111729,1,3.085374998,2.41853941
614,-75.640398,1,2.909946329,2.109104464
615,-75.645588,1,2.894164343,2.296243725
616,-75.230876,1,3.411196552,2.671911285
617,-75.89033,1,0.914855049,0.935921878
618,-75.650146,1,2.863198759,2.392794001
619,-75.743774,1,1.764591111,0.779669026
620,-75.626087,1,2.970664385,1.976321048
621,9999,1,1.011645325,0.321503131
622,-75.64163,1,3.021926297,2.913048669
623,-75.678041,1,2.628157199,2.625218136
624,-75.638624,1,2.942229731,2.165223727
625,9999,1,0.91579839,0.411284198
626,-75.710477,1,2.242188575,1.696551091
627,-75.674799,1,2.525393788,1.798513771
628,-75.676462,1,2.505592565,1.769445705
629,-75.82568,1,1.649049596,1.672449273
630,-75.100487,1,3.821664315,3.137901869
631,-75.670194,1,2.701102376,2.654614481
632,-75.749657,1,1.889864841,1.226894093
633,9999,1,0.487597369,0.651838319
634,-75.733556,1,2.192855643,2.246151346
635,-75.335412,1,0.582210869,0.628868425
636,-75.648167,1,2.808967182,2.014187337
637,9999,1,0.702407903,0.415859186
638,-75.768974,1,1.777134719,1.216267985
