num,energy,xmod,ymod
736,-0.79546,1.651318,-1.249231
737,-0.916652,-1.753353,-0.702016
738,-0.765528,2.721247,-1.917927
739,-1.126741,0.596395,-0.134269
740,-0.78339,-2.047824,-2.737089
741,-1.126465,-0.010701,-0.71605
742,-0.858604,-0.430385,-1.922997
743,9999,-0.213619,-0.041742
744,-0.992243,-1.04731,-0.274019
745,-1.010255,-1.374775,0.374174
746,-0.81278,-1.050748,-2.854519
747,-0.934299,-1.606408,0.081099
748,-0.929957,-0.900672,-1.212566
749,-0.93689,-1.568357,0.997907
750,-1.049073,0.23112,1.196989
751,-0.922594,-1.852877,0.614401
752,-0.951854,1.094014,1.189106
753,-0.990294,0.262279,0.192491
754,-0.855809,1.713657,1.000805
755,-0.921639,1.16858,-1.415728
756,-0.847852,-2.049966,0.1042
757,-0.99718,-1.309885,-0.596397
758,-0.949608,-0.895069,-1.274477
759,-0.839506,-1.859115,-1.137646
760,-0.871103,0.789637,1.761055
761,-0.84931,1.069281,-2.307696
762,-0.876864,-1.961612,0.446751
763,-0.872516,1.274385,-1.051322
764,-1.113637,-0.442311,0.689861
765,-1.012073,0.764917,1.158878
766,-1.114692,-0.549083,-0.674959
767,-0.954768,1.611984,0.019507
768,-0.877893,-0.646909,1.903698
769,-0.925467,-0.842816,0.592841
770,-1.124358,0.427156,-0.657515
771,-0.835989,-0.446022,0.922781
772,-0.953566,1.564316,-0.588578
773,-0.943739,0.068539,1.515429
774,-0.934108,-1.137159,1.353401
775,-0.829948,1.95508,1.27649
776,-0.822516,-0.009926,-2.0501
777,-0.914532,-0.087968,-0.804955
778,-0.928745,-0.516565,0.158139
779,-0.977617,-1.473303,0.212181
780,-0.877596,-1.631636,-0.608399
781,-0.998057,-0.055567,1.226372
782,-0.949894,-0.362633,1.598897
783,-0.827276,-1.885079,0.465409
784,-0.836707,0.981889,0.479595
785,-0.891247,0.601212,-1.993295
786,-0.947602,-0.981229,0.871605
787,-0.894434,1.362781,1.400154
788,-1.117349,-0.18279,0.31005
789,-0.95265,0.026856,-1.757765
790,-1.069341,-0.553275,-0.78967
791,-0.829424,-0.677383,-2.658868
792,-0.893312,-1.425586,1.579324
793,-1.046066,0.692845,0.441729
794,-0.829712,0.676964,1.215948
795,-0.972202,0.21151,0.181203
796,-0.937153,-0.67502,-1.729657
797,-0.833561,-0.128382,-2.05016
798,-1.020249,1.17648,-0.714673
799,-0.915753,-0.443082,-1.829254
800,-1.047575,-0.708711,-0.992676
801,-1.086843,0.377801,-0.863037
802,-1.043435,0.68548,0.725487
803,-0.870057,-1.00713,-1.671546
804,-0.821839,-0.002668,1.121897
805,-0.908098,-0.642741,0.532731
806,-0.933364,-1.238202,-1.416103
807,-0.963316,-0.969827,-0.307254
808,-0.919594,-0.833863,-1.787467
809,9999,-0.040981,0.110418
810,-0.872242,-0.617012,1.777735
811,-0.917857,1.429398,0.125198
812,-0.955814,-0.584416,-1.636356
813,-1.116291,-0.141413,0.331696
814,-0.934467,-1.324552,1.106403
815,-1.018142,-0.457474,0.762488
816,-0.897354,-2.077395,-0.307913
817,-1.03426,-0.316162,0.603227
818,-0.946968,-0.942507,-1.477087
819,-1.06327,0.188961,0.182887
820,-0.92924,1.074829,1.21368
821,-0.79508,-2.699959,0.265803
822,-0.865729,0.472519,-0.750769
823,-0.786435,-2.128684,-1.932442
824,-0.813781,1.246448,0.823203
825,-1.117391,0.361269,-0.18031
826,-1.077285,0.643257,0.125466
827,-0.924417,-0.240252,-1.682469
828,-1.039063,-0.065335,0.777985
829,-0.832852,-2.672827,-0.490376
830,-0.912916,-1.735951,-0.014998
831,-1.006132,-0.357363,-1.000823
832,-1.006697,0.46142,1.366607
833,-0.848196,-1.645879,1.816315
834,-0.929088,1.026242,0.020686
835,-0.857911,-1.276127,-1.755231
836,-0.895412,0.63117,-1.33085
837,-0.938326,0.459833,0.899905
838,-1.05458,0.675238,0.656763
839,-0.781856,-2.383543,-1.943934
840,-1.101115,0.463833,0.282567
841,-0.965344,1.260868,0.678546
842,-1.122361,0.019033,-0.238624
843,-0.809658,-1.001081,-1.949186
844,-0.827343,0.1866,-2.818469
845,-1.013565,1.089889,-0.126355
846,-1.089295,0.48995,-0.181097
847,-1.057572,-0.306689,-0.325542
848,-1.108454,0.437607,0.241528
849,-0.858927,1.827893,1.674131
850,-0.985797,0.91883,-1.088096
851,-0.856188,-0.819028,0.678517
852,-0.96177,1.149123,-1.255784
853,-0.923898,-0.682857,1.095961
854,-0.941672,-0.472559,-0.458309
855,-0.844163,2.075686,-0.445464
856,-0.835432,2.339066,-1.238279
857,-0.83299,-2.546288,-1.074879
858,-0.822792,1.815308,1.287608
859,-1.081189,0.390099,0.454803
860,-0.851841,-1.377302,2.127147
861,-0.893877,1.689686,-0.105429
862,-0.942111,-0.64682,0.41696
863,-1.009469,0.214366,-0.254527
864,-1.007281,-1.360374,0.494509
865,-0.902641,1.497776,1.212598
866,-1.021269,-1.318547,-0.035808
867,9999,-0.254679,0.31335
868,-0.987045,1.405894,-0.017689
869,-0.927678,-0.460489,0.692035
870,-1.089459,-0.438442,-0.059341
871,-0.990796,1.444864,0.421352
872,-0.823547,-2.363933,0.492061
873,-0.909613,1.554605,-0.011669
874,-1.061079,-0.001336,-0.463137
875,-0.836058,2.126053,1.623225
876,-0.852631,1.543045,-1.206453
877,-1.074197,0.123099,0.488456
878,-0.979082,0.057972,-0.326687
879,-0.797622,1.777824,1.896405
880,-0.930306,-0.622962,-0.710134
881,-1.044976,0.040351,-0.969794
882,-0.794305,-1.966994,-1.993708
883,-1.039556,-0.66104,-0.229172
884,-1.118767,-0.798636,-0.059655
885,-1.058842,0.196513,-0.826628
886,-0.894307,0.848461,1.052467
887,-1.058711,-0.711424,0.748781
888,-1.088017,-0.323299,0.982506
889,-0.977061,-0.572096,0.955356
890,-0.972191,-0.966527,1.319973
891,-0.857736,-2.130249,1.016581
892,-1.016056,-0.863203,-1.052519
893,-0.894245,0.012476,2.047465
894,-0.92075,-1.694813,0.0788
895,-0.791745,-2.562557,-1.738946
896,-0.805239,1.724894,0.338835
897,-0.838566,-0.154831,2.037309
898,-0.854373,-2.177673,-1.232007
899,-1.049097,1.162035,0.150752
900,-1.108242,0.289908,0.061344
901,-1.095363,0.349307,-0.638652
902,-1.120273,-0.731105,0.13366
903,-1.052582,1.113118,0.467962
904,-0.806656,-1.926069,-1.254818
905,-0.805871,-1.929177,2.19933
906,-0.933234,-0.713512,1.284184
907,-1.080449,0.549423,0.532728
908,-0.945376,-1.456995,-0.848531
909,-0.812934,-2.326343,0.993476
910,-0.966951,1.575277,0.522886
911,-0.980241,-0.140062,-1.246513
912,-1.02645,0.792239,-0.72939
913,-0.859567,-1.074011,0.98207
914,-0.96696,1.224445,0.341275
915,-0.814783,-2.494165,-1.270932
916,-1.007211,1.030184,-1.011614
917,-0.928055,0.321612,-1.537532
918,-0.983032,-0.019322,0.424754
919,-0.940343,-1.099421,-0.067157
920,-0.835417,-0.820959,0.349108
921,-0.908259,-0.577664,-1.320137
922,-0.947718,1.360791,-0.954545
923,9999,0.000719,0.158103
924,-0.802109,-0.28853,-2.96046
925,-1.012067,-0.07382,0.032359
926,-1.108432,-0.118732,0.521884
927,-0.880535,0.611804,-1.586356
928,-0.996305,0.436271,0.875586
929,-0.981133,1.317408,-0.890659
930,-1.067719,0.615904,0.277452
931,-0.832353,1.105567,-2.50178
932,-0.91502,-1.67152,-0.478555
933,-0.877847,-1.456427,-1.767629
934,-0.941343,0.391257,-0.42758
935,-0.911071,-1.689702,-0.266657
936,-1.045118,1.246923,-0.125193
937,-0.978158,0.379716,0.058387
938,-0.989072,0.267521,1.449274
939,-0.910784,-0.820764,-0.761535
940,-0.823147,2.058779,-2.027118
941,-0.872772,0.461449,1.448642
942,-1.107598,-0.612846,-0.384748
943,-0.847744,0.061491,-1.731042
944,-1.113845,-0.748319,0.472637
945,-0.80852,-2.040838,-0.025212
946,-0.987934,0.02001,1.387875
947,-0.801901,2.329616,1.244511
948,-1.086779,0.391606,-0.867724
949,-0.905447,0.105051,1.913036
950,9999,-0.19478,0.4189
951,-0.871141,-1.684545,1.543876
952,-1.089611,-0.839773,-0.316648
953,-1.114847,-0.527528,-0.017283
954,-0.935691,1.617471,-0.587508
955,-0.842557,0.917153,2.341556
956,-0.88216,-0.991156,-1.883511
957,-1.053451,-0.339932,0.89679
958,-0.990849,0.728457,0.684895
959,-0.806828,1.793535,-0.799363
960,-0.775471,2.805779,0.927097
961,-1.083154,-0.360574,0.935727
962,-0.953894,1.438427,-0.998426
963,-0.972303,-0.451019,-1.111098
964,-0.924173,-0.476477,-0.887244
965,9999,0.166827,-0.011676
966,-0.929212,-1.169387,-1.411582
967,-0.935719,1.264973,-1.111095
968,-0.836114,2.441898,-0.863967
969,-1.120149,0.7842,0.042088
970,-0.817507,1.120887,-2.714078
971,-0.798964,2.248596,-1.285262
972,-1.086963,0.516148,-0.840777
973,-1.095408,0.288799,-0.151655
974,-0.902189,-0.681081,1.954012
975,-0.854564,0.076317,2.52247
976,-0.817324,-0.0581,2.492365
977,-0.883282,-0.616211,1.720131
978,-0.822826,-0.358983,-2.668819
979,-0.900051,-1.724072,0.794349
980,-0.84723,0.632672,-2.522987
981,-0.844517,-2.435519,0.953524
982,-0.937751,-1.295861,1.27492
983,-1.120666,-0.53706,0.634815
984,-0.94993,-1.50531,0.609933
985,-1.028986,1.005859,-0.862643
986,-0.991393,1.20732,0.35835
987,-0.825933,-1.158737,1.249675
988,-0.81673,-1.838163,1.09293
989,-1.025927,-0.337415,0.981529
990,-0.882188,1.628157,-0.46313
991,-0.867616,-0.039927,1.728894
992,-0.978272,0.101792,-1.507544
993,-1.008978,-0.321724,1.134652
994,-1.019798,0.85219,-1.028268
995,-0.814386,-1.915341,-0.455088
996,-0.926959,0.890398,-1.706713
997,-1.012167,0.752245,0.480445
998,-0.827596,-1.711034,-0.448143
999,-0.866741,2.128376,1.002278
