num,energy,xmod,ymod
316,-1.126499,0.277246,0.423378
317,-0.979378,1.045707,0.29272
318,-1.042867,-0.70459,-0.522029
319,-1.007474,0.730314,-0.375119
320,-1.026587,0.179687,-1.238986
321,-0.84411,1.850854,-0.108914
322,-1.116685,0.59251,-0.212671
323,-0.84682,-0.43061,0.33368
324,-0.937115,-0.667468,0.789055
325,-0.87142,-0.899688,-1.696808
326,-0.801889,2.306776,-0.744389
327,-0.783904,2.548307,-0.804069
328,-0.796584,-0.07038,-2.466385
329,-0.89451,-0.786781,-1.475527
330,-0.843366,0.281467,1.766379
331,-0.87402,-0.359272,-0.323587
332,-0.991606,0.13762,-0.341608
333,-0.989507,-0.010941,1.543674
334,-0.815163,1.604869,1.138443
335,-1.047919,-0.018962,-0.910321
336,-1.091383,-0.508149,0.384584
337,-0.882516,-0.477936,-1.959433
338,-0.882133,0.511785,0.573831
339,-1.118285,-0.275098,-0.053706
340,-0.894661,-2.15503,0.158533
341,-0.921687,-0.466502,0.684449
342,-0.830264,1.054573,-2.588238
343,-0.821276,-2.38343,-1.041642
344,-0.869328,0.805192,2.205634
345,-1.070923,1.004136,0.502508
346,-0.882387,1.934506,0.040423
347,-1.126578,-0.719152,-0.16601
348,-1.126731,0.196042,0.479106
349,-0.831135,-1.814906,-1.967434
350,-0.844521,0.585656,-0.96274
351,-0.861014,-1.326623,2.06916
352,-0.895698,0.212293,-1.493789
353,-0.924983,-1.088998,1.148313
354,-1.090592,-0.546265,0.853263
355,-1.101484,0.546006,-0.764453
356,-0.985057,-0.192245,1.442141
357,-0.841566,-1.563308,2.15242
358,-0.810306,1.375562,-1.598216
359,-1.126742,-0.637448,0.297521
360,-0.857893,0.675171,-0.485371
361,-0.840301,-1.769911,-0.754197
362,-1.120917,-0.716656,0.415011
363,-0.981556,0.526655,-1.234568
364,-0.852469,1.687032,-1.616647
365,-0.993737,-0.128005,-1.439177
366,-1.009369,0.946708,0.676215
367,-0.950204,0.614593,0.603593
368,-0.852891,0.018229,-2.440888
369,-0.873077,-0.440002,2.018903
370,-1.122023,-0.490779,0.345466
371,-1.022506,-0.105629,-1.182859
372,-1.115182,0.18749,-0.757678
373,-1.126816,0.678817,-0.168429
374,-1.050018,1.111681,0.258791
375,-0.941165,1.217702,1.318309
376,-0.892463,-1.222851,-1.804548
377,-0.938187,-1.544599,0.434712
378,-0.794754,-2.306454,-0.148252
379,-0.89687,1.414244,-0.651724
380,-0.79333,0.97809,2.787846
381,-0.926333,-0.423227,0.339357
382,-0.866365,-1.692099,1.25091
383,-1.117853,-0.035257,0.002701
384,-0.90413,-1.20314,-0.695095
385,-0.794151,0.654438,-1.757574
386,-0.826548,-0.741198,2.161413
387,-1.050107,-1.197625,0.097788
388,-0.836604,1.635527,-0.707818
389,-0.90079,-1.418298,-1.379553
390,-0.838034,0.031169,2.59599
391,-0.884638,1.188678,-1.839128
392,-0.877134,-1.61738,0.370223
393,9999,0.183041,-0.361765
394,-0.832613,2.188679,0.710252
395,-1.05066,0.959122,0.762785
396,-0.867427,2.063395,-1.219718
397,-1.092122,-0.134977,0.050796
398,-0.806755,-1.020447,1.36209
399,-0.928546,1.829474,-0.2087
400,-0.795961,-2.314569,2.192155
401,-1.087268,-0.423009,-0.025511
402,-0.823174,1.26021,-1.591222
403,-0.92162,0.254432,-1.353101
404,-0.860528,-1.343618,-0.530907
405,-0.943926,-1.660999,0.441201
406,-0.882611,-2.129592,0.698369
407,-0.974331,0.222163,1.593255
408,-0.953883,-0.477263,-0.896346
409,-0.837332,0.329162,-2.348832
410,-1.05323,-0.446159,0.122053
411,-1.089357,-0.693042,0.301364
412,-0.787887,-1.536099,1.735724
413,-0.985581,-1.350498,0.541385
414,-1.060985,-0.564133,-1.004814
415,-0.812842,-0.444194,-2.125989
416,-0.82285,-1.564703,2.155822
417,-0.78618,-2.834052,0.233276
418,-0.817868,-1.734623,0.605807
419,-0.889553,1.416123,0.264548
420,-1.044699,0.647042,0.938307
421,-0.974122,1.336077,0.808466
422,-0.983352,0.572356,0.108513
423,-0.977694,-0.187708,1.16494
424,-0.94902,-0.180331,-1.575581
425,-0.937922,0.803611,0.711519
426,-0.863649,-1.295388,-1.176322
427,-0.805533,-0.464505,2.59347
428,-0.943575,1.558606,-0.911239
429,-0.918818,-1.421685,-0.608602
430,-0.832737,1.338305,1.346563
431,-0.862942,0.730577,-1.619147
432,-0.899831,-1.944483,-0.848284
433,-0.846761,-1.560387,-1.22078
434,-0.922331,-1.938548,0.011655
435,-0.810116,0.604903,2.11702
436,-0.895516,2.123471,-0.304545
437,-0.863906,-2.20189,0.172738
438,-0.860864,-0.042729,1.410134
439,-1.04458,-0.857847,0.71797
440,-1.104286,0.224513,0.623811
441,-0.963952,1.219193,-0.632331
442,-1.009396,1.268042,0.616013
443,-0.922548,-0.542843,1.312741
444,-0.977175,-0.141333,-1.281257
445,-0.953855,-0.504458,-1.644887
446,-0.904378,0.110047,1.958038
447,-0.907047,1.197558,1.661587
448,-0.880271,1.718285,1.371037
449,-0.806364,-1.313681,1.670947
450,-1.08373,-0.234282,0.454236
451,-0.859517,-0.644153,2.38464
452,-0.842315,0.743413,1.677392
453,-0.821467,1.536377,-1.131663
454,-1.09732,-0.113122,0.928699
455,-0.912172,-0.617947,-1.589017
456,-1.09281,0.4569,0.205512
457,-0.839977,-2.419786,-0.410396
458,-0.800808,-2.665874,1.588141
459,-0.834324,-2.44373,-0.601648
460,-0.897215,0.891282,-0.650431
461,-0.849628,2.368049,-0.643476
462,-0.862664,-0.631481,0.258522
463,-1.124119,0.353656,0.092876
464,-0.875133,1.467902,0.188205
465,-0.933742,-0.672809,-1.676084
466,-1.024633,-0.496626,-0.315665
467,-0.785086,2.786439,-1.818778
468,-0.939024,1.14667,-0.17906
469,-0.941252,-0.753581,-0.421569
470,-0.908541,-1.378138,-1.519463
471,-0.902687,-1.436417,-1.525641
472,-1.053437,-1.203715,-0.01739
473,-0.85575,1.983089,-1.430048
474,-0.859918,1.746332,-1.74282
475,-1.029888,-1.049446,0.329424
476,-0.790978,2.551529,-1.964082
477,-0.925915,-1.349838,0.172983
478,-0.965143,-1.608776,-0.333616
479,-0.909619,-1.64802,-1.038541
480,-1.032288,0.733475,1.04414
481,-1.045182,1.200374,-0.311432
482,-0.894967,0.783149,1.033224
483,-0.946857,0.950597,1.2115
484,-1.000804,0.691994,0.379817
485,-0.825211,-2.333925,-0.420653
486,-0.916489,-0.521101,-0.738847
487,-0.90129,1.212591,-0.562022
488,-1.1173,-0.647758,-0.456193
489,-0.923874,0.72308,1.551718
490,-0.843093,-0.674449,0.543045
491,-1.061763,-0.753073,0.358264
492,-0.922562,1.065538,1.22825
493,-0.927908,-1.846066,0.521262
494,-0.832555,-0.486559,2.67444
495,-1.075397,-0.493709,0.977513
496,-0.909414,-1.435514,0.942158
497,-0.830579,-1.139406,2.472398
498,-0.910381,-1.719304,0.325931
499,-1.084485,-0.758656,0.659139
500,-0.837033,-1.957879,1.752359
501,-0.870323,-1.314676,0.321845
502,-0.940402,0.94008,1.567564
503,-1.047265,0.836017,0.6223
504,-0.91902,-1.105143,1.194804
505,-0.885312,-0.0941,-2.059829
506,-0.932354,0.219166,0.549536
507,-0.824159,2.51884,1.29449
508,-0.77545,-1.657834,2.434045
509,-1.050643,1.13505,0.21866
510,-0.822456,-0.362021,-1.301043
511,-0.929816,-0.350943,-1.866962
512,-0.874822,1.768153,-0.182548
513,-0.852841,0.07095,-2.495877
514,-0.985158,0.91341,-0.695069
515,-0.878211,-0.003014,-1.793611
516,-1.125861,-0.276834,-0.379715
517,-0.870546,-0.23296,2.243557
518,-0.806761,-1.647671,0.563257
519,-0.941305,-1.272463,0.992118
520,-0.968755,-0.343077,1.495277
521,-0.945989,0.691153,1.646413
522,-1.042842,-0.796055,0.981351
523,-1.059264,-0.18779,0.59435
524,-0.864446,-1.239441,0.199919
525,-0.771836,2.05706,2.652543
526,-0.97406,0.30598,1.560798
527,-0.837775,-1.757901,-0.937014
528,-0.829273,-1.366956,1.802295
529,-1.074562,0.721517,0.764299
530,-1.123469,0.371224,-0.554035
531,-1.110288,0.433022,-0.55215
532,-0.882986,0.925205,1.226285
533,-0.851495,-2.163577,1.050748
534,-0.921631,-0.349257,-1.589809
535,-0.881604,0.332904,-1.421359
536,-0.866364,-1.814585,-1.547836
537,-0.972718,-0.111793,-0.550673
538,-0.954997,-1.433902,0.045554
539,-0.836422,-1.157593,2.203691
540,-1.093072,0.039956,-0.469393
541,-1.065082,-0.339791,1.040358
542,-0.908186,0.302216,1.535855
543,-0.820111,-0.201317,-1.665936
544,-0.787813,1.503022,-2.121145
545,-0.912853,-1.076165,-1.334459
546,-0.845083,1.728489,0.104896
547,-0.86702,0.980736,0.396231
548,-0.908413,-0.135108,2.036512
549,-0.86419,0.602236,2.34605
550,-0.810628,-1.50239,0.879606
551,-0.840484,0.506844,2.424686
552,-0.981426,0.099386,-0.502027
553,-0.94875,1.179252,-1.318887
554,-0.880126,-2.268341,-0.259561
555,-1.04752,-0.29619,1.18912
556,-0.910908,1.077317,-1.72928
557,-1.039419,0.199322,0.849396
558,-0.796847,2.445632,-1.716016
559,-0.850023,-0.154177,-2.547126
560,-0.911062,-1.263089,1.061627
561,-1.054407,-0.960822,-0.692836
562,-0.804637,-2.59575,-1.402203
563,-1.066072,1.098725,-0.253009
564,-0.825198,0.109852,-1.182973
565,-0.780527,-2.56843,-2.632578
566,-0.792386,0.586914,-2.053453
567,-0.800293,1.797585,-2.686109
568,-0.842448,-0.438209,-0.244008
569,-0.925603,-0.280084,-0.598969
570,-1.059812,-1.137178,0.257557
571,-1.110143,-0.283355,-0.528226
572,-0.807559,-1.18688,-0.913398
573,-0.803843,2.805022,-0.724284
574,-0.825315,2.563469,-1.224122
575,-0.871547,0.557686,-2.248841
576,-0.860855,-0.175372,2.142614
577,-0.903028,-0.198327,1.02138
578,-1.087256,-1.026591,-0.015207
579,-0.929464,1.605574,-0.253095
580,-0.99923,-0.843033,1.049913
581,-0.856003,1.934322,-1.387986
582,-0.816072,-0.170895,-1.727983
583,-0.921232,1.900035,0.304333
584,-0.941994,-1.707714,-0.446192
585,-0.995199,-0.81941,0.679052
586,-0.959147,-0.114482,-0.783412
587,-1.028583,0.509905,-0.217104
588,-1.092135,-0.434918,-0.309462
589,-1.074445,-1.046944,0.051003
590,-0.892908,-1.489495,1.523862
591,-0.861263,-0.552603,1.229451
592,-0.96149,0.866045,0.832938
593,-0.828895,1.629995,0.345627
594,-0.922208,-0.718229,1.466032
595,-0.867279,1.511482,-1.537795
596,-0.843952,-2.09635,0.49486
597,-0.813655,1.965051,2.282453
598,-1.115761,0.336538,-0.004994
599,-0.820147,0.638321,-2.241458
600,-0.902958,-0.855902,1.905608
601,-0.827742,1.384805,-2.124309
602,-1.019395,-1.24862,-0.201803
603,-0.973676,-1.112591,0.890278
604,-0.93618,0.008213,-1.863331
605,-0.893373,0.525759,2.00034
606,-0.857514,1.966878,-1.52237
607,-0.879194,-2.138412,0.135585
608,-0.851881,1.102622,0.452115
609,-0.865159,1.17545,0.151651
610,-0.955895,1.636257,-0.531453
611,-0.85264,0.274444,2.158014
612,-0.837406,1.4692,-2.274369
613,-0.896359,0.647235,-0.872147
614,-1.052993,-0.342085,-0.796049
615,-0.912104,-1.703476,-0.951002
616,-1.105941,0.884882,0.292771
617,-1.009554,-1.094471,-0.782781
618,-1.078592,0.146258,-0.854198
619,-0.894102,0.99936,1.707118
620,-0.80143,-1.75801,0.552741
621,-0.846794,-0.444365,2.481915
622,-0.850729,-0.759515,0.590547
623,-0.889163,1.265871,-0.519655
624,-0.893203,0.600694,-0.519206
625,-1.002618,-0.215335,0.872063
626,-0.845576,-2.502301,-0.769056
627,-1.032828,-0.437379,0.937468
628,-0.871156,-0.691432,-1.056099
629,-0.846625,0.893886,1.463625
630,-0.931138,-1.801141,-0.265403
631,-0.957278,0.462564,0.364314
632,-0.945863,-1.027852,1.083087
633,-1.109897,-0.318069,0.577966
634,-1.100682,0.167925,-0.951522
635,-1.121073,0.727017,0.165601
636,-1.104409,-0.664381,0.660362
637,-1.105501,0.778398,0.007356
638,-0.9724,0.471127,0.849283
639,-0.875825,-0.407381,1.70142
640,-0.83002,-0.545776,-1.439128
641,-0.821376,1.601575,-1.909847
642,-1.116813,-0.135367,-0.422931
643,-0.875492,0.083727,1.833944
644,-0.987402,0.882742,-0.47303
645,-0.871414,-0.099952,1.529649
646,-0.820596,-1.586904,2.225816
647,-0.846675,2.479871,0.563322
648,9999,-0.236081,-0.01347
649,-0.936684,1.44738,-0.72479
650,-0.976538,-0.098968,1.583282
651,-0.90734,-1.935184,0.554051
652,-1.03363,-1.037887,-0.037198
653,-0.782515,2.175036,1.764941
654,-0.849709,1.353016,-1.448776
655,-0.845845,1.594712,-1.290466
656,-0.900361,-1.404629,0.880006
657,-0.845622,-1.629406,-1.043753
658,-0.849288,-0.126046,-0.48155
659,-0.933971,-0.354356,-0.331683
660,-0.868894,1.043457,-1.30082
661,-0.955281,0.432023,1.577471
662,-0.848223,0.552579,-1.918296
663,-0.946792,0.08269,0.126531
664,-0.873234,-0.752451,0.335738
665,-0.845697,0.427203,2.382127
666,-1.105089,0.649614,-0.518587
667,-1.019666,-0.558641,-1.215172
668,-0.912984,-0.516853,-1.815358
669,-1.042857,0.22055,0.045391
670,-0.915107,1.714355,0.905718
671,-0.807174,0.693089,-2.313855
672,-0.802728,2.519974,0.175924
673,-0.779272,-2.526045,0.449617
674,-0.941936,-0.376329,1.364364
675,-0.966852,-1.526369,-0.506061
676,-1.108177,-0.524092,-0.100301
677,-1.046126,-0.277351,-0.32935
678,9999,-0.126754,0.015281
679,-0.901739,-1.707081,0.842717
680,-0.897869,-1.92027,0.695663
681,-0.930355,0.193023,1.121645
682,-0.842098,-1.550299,1.327447
683,-0.887549,1.759264,-1.052335
684,-0.797088,2.078348,-2.575254
685,-0.877332,1.049559,-2.048458
686,-0.971902,-1.005159,-1.237326
687,-1.052583,-0.903194,0.666456
688,-0.970181,1.232072,-0.953033
689,-1.040243,1.158271,-0.527787
690,-0.923679,0.210982,1.695935
691,-0.881612,1.522787,1.109672
692,-0.812291,2.328418,0.676964
693,-0.790597,0.468161,2.302812
694,-1.10983,0.709479,-0.453268
695,-1.056471,0.803928,0.831324
696,-1.019515,1.242925,-0.601874
697,-1.119874,-0.006322,-0.150254
698,-0.834558,2.581798,-0.821014
699,-0.878319,-2.05458,0.911373
700,-0.79937,-0.706291,2.536098
701,-1.051552,0.795076,-0.482375
702,-1.030766,-0.789226,-0.978773
703,-1.003252,-1.368703,-0.253088
704,-0.921191,-0.883354,0.759008
705,-0.992162,0.704262,1.349095
706,-0.909176,-0.549792,-1.86885
707,-0.812919,-1.610927,-1.94523
708,-0.90716,-0.740418,1.071732
709,-0.971438,0.400785,1.36812
710,-0.824581,2.298798,1.672666
711,-1.030795,0.275878,0.762441
712,-0.837362,-2.409545,0.81049
713,-0.810889,-1.859851,-1.961011
714,-0.932456,1.162368,1.169011
715,-0.917005,-1.428422,-0.548485
716,-0.87791,1.070438,1.877382
717,-0.817217,-0.988335,-2.612771
718,-0.809615,0.346862,-2.189878
719,-0.81196,2.517432,1.716954
720,-0.936168,1.64412,0.627813
721,9999,0.396777,-0.148777
722,-0.935039,-1.592034,0.981941
723,-0.923909,-0.75904,-1.712153
724,-1.021792,-1.300437,-0.388311
725,-0.967194,-1.582869,-0.147618
726,-0.875989,-1.208048,0.613491
727,-0.915846,-1.680183,0.213119
728,-0.889988,1.088886,1.88884
729,-1.12679,-0.297242,0.674551
730,-0.863538,1.361362,0.573671
731,-1.011125,-0.887389,0.169412
732,-1.098782,0.317366,0.146725
733,-1.124842,0.397265,-0.395026
734,-0.853013,1.088103,0.926261
735,-0.842507,-0.69516,1.791564
