num,energy,x,y,z,x,y,z
758,-0.949608,2.843747,2.602175,1.274385,1.948678,1.327698,2.131456
424,-0.94902,2.571729,2.815068,1.578315,2.391398,1.239487,0.76706
553,-0.94875,0.104732,2.755349,2.445632,1.283984,1.436462,2.224214
35,-0.948183,1.426242,1.917673,2.05067,1.497757,1.178312,0.425843
151,-0.948126,2.943378,0.159635,2.456013,1.896705,1.562279,2.816795
922,-0.947718,0.052854,2.473379,0.611804,1.413645,1.518834,1.274655
61,-0.947669,1.272585,1.660431,2.296023,1.463266,2.697079,0.849519
786,-0.947602,1.322361,1.520321,2.322617,0.341132,2.391926,1.105083
818,-0.946968,2.010065,2.419621,0.871316,1.067558,0.942534,0.485191
483,-0.946857,1.59321,1.454335,2.352242,2.543807,2.665835,1.430098
663,-0.946792,1.101952,0.603279,2.483147,1.184642,0.72981,0.694198
521,-0.945989,0.869645,0.992523,0.305979,1.560798,2.638936,0.536337
632,-0.945863,1.035208,1.391761,0.778399,0.007356,2.474848,1.785748
908,-0.945376,2.439065,1.848709,1.925989,0.98207,1.000178,1.283644
221,-0.945355,1.994673,1.472235,1.441446,2.382799,2.866769,0.364159
136,-0.944773,2.506212,1.784605,0.493573,0.796454,1.453496,0.979744
178,-0.944404,1.95233,1.13234,0.801201,0.873822,0.946887,2.24349
219,-0.944254,0.865841,0.451852,2.747595,1.089739,2.08439,1.995317
405,-0.943926,1.783052,1.437855,2.553841,0.122053,1.879056,1.974852
49,-0.943909,1.210442,1.500389,1.621276,2.898759,1.232691,1.015361
108,-0.943884,2.336924,2.331531,0.47344,1.767242,2.051428,2.172494
263,-0.943822,1.270039,0.581135,0.212085,0.564539,0.578604,1.883457
773,-0.943739,0.089599,0.319946,2.483435,0.158138,1.835375,1.487489
428,-0.943575,0.220614,2.217815,1.439613,1.77922,1.306576,1.246384
101,-0.943019,0.165062,1.228191,0.757855,1.584347,0.872224,1.838959
862,-0.942111,0.960171,2.577226,2.745321,0.313351,2.994186,1.090375
584,-0.941994,1.758717,0.800005,1.953056,0.051003,0.353813,1.485667
674,-0.941936,1.219046,0.73145,1.292919,0.842717,2.095814,2.447067
854,-0.941672,0.927362,2.56953,0.390099,0.454803,2.111221,2.095391
165,-0.941363,1.759596,2.293889,0.234653,1.521298,2.956353,1.923738
934,-0.941343,1.847208,1.722601,2.179237,2.238465,1.295021,0.443372
519,-0.941305,1.472382,1.08359,1.760559,0.199919,2.075708,2.624605
469,-0.941252,2.010761,0.535643,1.746332,1.25718,0.114074,0.132126
375,-0.941165,1.570143,0.333333,0.97809,2.787845,1.651642,1.342214
502,-0.940402,0.354409,0.913033,2.51884,1.294489,2.480597,2.344505
36,-0.94039,0.333525,1.686211,2.070915,1.652202,2.546419,1.126025
919,-0.940343,1.13896,1.294768,2.71147,0.039539,1.227611,1.24193
27,-0.939466,1.898973,0.450445,1.324487,2.766282,1.582069,2.49106
468,-0.939024,0.423283,2.604173,1.983089,1.569953,2.425113,0.548744
837,-0.938326,2.301542,1.320922,0.019033,2.761375,2.220827,1.568151
377,-0.938187,2.795508,1.395398,1.307901,1.250909,1.83011,2.229651
425,-0.937922,0.542952,1.303964,1.338305,1.346563,2.015483,2.847857
982,-0.937751,2.545536,1.016424,1.841263,1.249675,2.291344,1.480359
283,-0.93721,2.632939,1.079412,1.651897,2.071684,2.741454,2.260712
796,-0.937153,2.811983,2.176132,0.377801,2.136963,0.446475,0.423369
324,-0.937115,2.191941,0.837276,2.213219,1.524473,1.626331,0.669769
34,-0.937102,2.506802,1.185377,2.596521,1.193681,2.275927,1.863658
749,-0.93689,2.569162,0.540587,1.713656,1.000805,1.538494,1.73012
649,-0.936684,0.103844,2.082079,1.353016,1.551224,1.357289,0.436151
604,-0.93618,0.143438,2.754514,1.175449,0.151651,0.891183,1.20879
720,-0.936168,1.208263,1.857419,1.417131,2.852383,2.485232,0.803789
306,-0.935852,0.827411,2.424421,2.222806,0.747667,1.57329,0.564359
245,-0.935803,1.985248,2.225289,0.91816,2.135945,2.603773,2.739275
967,-0.935719,0.894249,1.446183,0.516148,2.159222,0.335088,1.322251
954,-0.935691,0.583166,1.140992,1.793536,2.200637,0.553484,1.069788
166,-0.935649,2.058153,0.506098,1.393204,0.313541,1.102761,1.099064
203,-0.93558,0.692736,1.284649,1.072407,1.074931,0.608805,2.770953
229,-0.935464,0.800894,2.020533,2.003194,1.497941,1.327017,0.414511
722,-0.935039,1.805153,0.087516,1.319816,0.213119,1.069457,1.369364
128,-0.934586,0.691802,0.095934,2.948898,1.855032,1.391172,2.254856
814,-0.934467,1.50744,0.761258,0.188961,0.182888,1.867661,0.921658
747,-0.934299,2.795514,0.625782,1.094014,1.189106,0.706881,2.059641
774,-0.934108,1.34934,1.031593,1.526697,0.212181,2.384994,2.158746
659,-0.933971,0.690095,2.526352,2.24755,0.335739,2.194669,0.433125
465,-0.933742,2.153346,1.818428,1.621862,1.480537,0.142344,2.142911
806,-0.933364,1.3634,2.793087,1.429397,0.125198,1.376984,1.495556
906,-0.933234,2.466999,0.729613,2.859938,1.753487,2.013797,1.681843
175,-0.932483,1.753408,0.382436,1.557996,0.270454,1.248256,2.342971
714,-0.932456,0.554586,1.613414,2.517432,1.716954,2.782425,1.596574
506,-0.932354,0.913873,2.295196,2.649057,1.133039,2.844732,0.85512
177,-0.932279,0.805609,1.502405,0.683605,1.196488,1.642342,2.526904
225,-0.931963,1.301801,0.077847,1.311595,0.125456,1.556866,1.229026
150,-0.931276,0.088352,1.038337,2.808051,1.175997,2.579856,2.617622
630,-0.931138,1.966742,2.90577,0.727017,0.165601,2.640367,0.193663
7,-0.930852,2.300856,1.619119,2.594129,1.959985,0.753035,0.938827
681,-0.930355,1.569652,1.478771,1.994841,1.762675,2.600416,0.470486
880,-0.930306,2.796334,2.884692,0.196513,2.173372,2.174558,1.848146
196,-0.930097,0.356875,0.785165,1.854424,1.837097,0.019555,0.933336
748,-0.929957,1.093163,2.707934,0.262279,0.192491,1.495368,1.423175
511,-0.929816,2.971228,2.474052,2.723166,2.620285,0.60709,2.567898
579,-0.929464,0.948234,2.785706,1.292285,2.553808,2.532611,2.292269
820,-0.92924,1.744861,1.304015,0.361269,2.81969,2.517695,1.370918
966,-0.929212,2.884125,2.407288,2.248596,1.714738,0.995706,1.711619
834,-0.929088,0.029824,1.940598,0.616457,1.056066,1.961284,2.228279
778,-0.928745,0.981974,0.772014,1.114921,0.465409,0.930153,2.950296
399,-0.928546,0.639619,2.204523,1.656382,2.469093,1.995823,1.131884
917,-0.928055,1.723844,2.200383,1.360791,2.045456,0.662851,2.461222
493,-0.927908,2.171996,0.532478,1.280696,0.32593,1.05374,1.331159
869,-0.927678,2.997352,0.38613,2.998663,2.536863,1.078165,1.267408
996,-0.926959,0.393612,2.289879,1.895337,1.28401,0.583166,1.85834
180,-0.926822,1.841585,1.476493,1.20562,0.399581,1.746947,2.453877
296,-0.926732,2.30468,1.169486,2.971408,1.775092,0.079822,1.473013
381,-0.926333,2.584641,1.359859,2.258802,2.161414,1.699216,0.406977
10,-0.926264,0.56381,1.787245,2.713281,2.378335,1.161328,2.916008
477,-0.925915,2.383062,1.555195,0.783149,1.033224,1.728178,2.155232
60,-0.925711,0.881042,2.071163,2.647095,2.70403,1.430808,2.565464
569,-0.925603,2.055962,0.961672,2.563469,1.775878,0.362703,0.745322
769,-0.925467,2.196218,0.039208,1.862841,1.353402,0.632049,0.22434
353,-0.924983,2.490781,1.097791,1.375562,1.401783,2.246104,0.255369
149,-0.924542,0.348615,1.726202,1.015656,0.008316,2.929195,2.501645
827,-0.924417,1.606858,1.836837,0.46142,1.366606,0.154368,1.402738
964,-0.924173,0.518564,1.174671,0.7842,0.042087,0.287427,2.447571
723,-0.923909,2.64788,2.010443,1.088885,1.88884,0.29829,1.618528
853,-0.923898,1.970465,0.75977,1.815307,1.287608,1.855731,0.358938
489,-0.923874,1.95136,0.910185,2.51344,2.67444,2.461903,1.58693
690,-0.923679,0.620342,0.997333,0.803928,0.831324,2.693268,1.738601
32,-0.922752,0.624871,0.954082,1.550447,1.949357,0.720365,0.132516
751,-0.922594,1.957077,0.972396,0.950034,0.1042,1.586797,1.064332
492,-0.922562,1.40686,1.135208,1.860594,2.472398,2.363458,0.77404
443,-0.922548,1.91388,1.074216,1.718285,1.371037,2.386957,0.374043
434,-0.922331,2.656518,2.417425,2.142154,0.71797,2.42908,2.411858
594,-0.922208,1.476771,0.316891,0.638321,0.758542,1.782923,1.719573
64,-0.921832,2.087451,2.908406,2.36297,0.13882,2.974987,2.155862
106,-0.921803,0.668464,0.470113,0.320214,1.426319,2.05446,1.192438
341,-0.921687,0.506925,1.14016,1.934506,0.040423,1.824609,0.156203
755,-0.921639,0.592474,2.78019,0.789637,1.761054,1.364462,0.096884
534,-0.921631,2.552947,2.696507,1.842407,2.20369,1.106698,0.74673
403,-0.92162,1.849222,2.926474,2.522736,2.103654,1.573373,1.124639
583,-0.921232,0.790503,2.547437,2.565082,2.690538,2.85177,2.16735
704,-0.921191,2.251474,1.417904,0.400785,1.36812,2.176912,1.983707
894,-0.92075,1.845565,0.305855,1.162035,0.150752,0.384655,0.164241
808,-0.919594,1.165559,2.296658,2.858586,0.331696,0.509191,2.984527
247,-0.919354,2.170394,2.879749,0.779766,1.646966,1.009857,0.402355
50,-0.919168,2.765743,1.008527,0.081373,2.237634,2.745567,0.869979
504,-0.91902,1.323802,1.397959,1.135049,0.218659,2.592763,2.26348
429,-0.918818,1.43334,0.878306,1.061451,0.011655,0.269704,2.300939
39,-0.918037,1.211747,2.984985,0.767606,0.808268,1.178666,0.043532
811,-0.917857,1.262689,0.294306,0.922605,2.692087,0.419504,2.299589
246,-0.917628,2.720159,0.140748,0.10035,1.557889,0.736695,1.602146
715,-0.917005,2.056235,2.935143,1.64412,0.627813,2.386658,0.364332
737,-0.916652,2.830356,2.21248,2.569615,1.077003,1.510464,1.919954
486,-0.916489,0.879365,1.559487,2.246926,0.358264,0.82064,0.464701
20,-0.916187,1.293272,1.067696,0.268287,1.925299,1.628368,2.081737
727,-0.915846,1.826909,0.700241,0.317366,0.146726,0.91336,1.386822
799,-0.915753,1.56498,2.143332,2.997332,1.121898,0.314078,2.310056
670,-0.915107,0.779583,1.632663,1.473631,2.493938,2.538381,0.950074
932,-0.91502,1.729907,1.917673,0.379717,0.058387,1.439118,1.386185
777,-0.914532,1.686865,1.48737,2.637367,1.598897,0.682415,0.794975
282,-0.913702,2.051662,2.031087,0.112262,2.405868,0.905593,1.749966
668,-0.912984,0.966471,2.126274,0.473955,0.449618,0.310916,1.203765
830,-0.912916,2.98072,1.235555,1.723873,1.244769,1.220557,2.764809
545,-0.912853,1.95577,1.798868,1.49761,0.879605,0.464409,2.574756
159,-0.912522,1.746054,0.318559,0.651739,1.085948,2.171621,0.162544
455,-0.912172,2.967517,2.752276,0.891282,2.34957,1.163259,1.99237
615,-0.912104,2.256217,1.298356,1.241989,0.552741,0.347354,1.803245
935,-0.911071,2.662584,0.412461,2.058779,0.972882,0.145804,0.951638
560,-0.911062,1.630511,1.750362,0.43157,0.367422,2.811989,1.627304
556,-0.910908,1.229847,1.95961,2.039178,2.307164,0.23033,1.963095
230,-0.910807,1.279378,2.628818,0.492358,2.590973,2.754274,2.049224
939,-0.910784,1.293401,0.780327,2.251681,0.472637,0.018792,0.546702
262,-0.910753,0.893278,1.026711,2.48874,1.619204,0.01276,0.874306
498,-0.910381,2.341604,1.997661,0.836017,0.6223,2.323592,1.889757
157,-0.909993,0.053188,1.447671,0.850482,1.732902,2.610238,0.744347
479,-0.909619,2.027837,2.292983,0.691995,0.379817,1.254442,1.325254
873,-0.909613,1.118709,1.444195,0.057972,2.673314,1.432526,1.391694
496,-0.909414,1.757359,1.004249,1.685325,0.321845,1.946407,2.804873
706,-0.909176,1.312233,2.917466,0.275878,0.762441,1.048616,0.919392
153,-0.908947,2.19822,1.251028,1.649821,0.672694,2.153874,0.613692
470,-0.908541,1.707562,2.26742,1.950554,0.329424,0.747957,2.092899
548,-0.908413,1.816221,0.74207,1.179251,1.681113,2.778582,1.437232
921,-0.908259,1.099548,2.069671,2.881268,0.521884,0.749534,1.411421
542,-0.908186,0.094015,0.620095,0.980736,0.396231,2.15595,2.318248
805,-0.908098,2.420475,1.05426,2.382988,1.777734,1.586991,0.500201
191,-0.907919,2.667984,0.506001,1.480221,2.23439,2.078911,2.739287
3,-0.907874,2.342926,2.189994,2.832463,0.452624,2.564767,2.101027
651,-0.90734,2.815189,0.764761,1.595371,0.880005,1.318812,1.133639
708,-0.90716,1.779406,0.387816,1.140149,1.038988,1.459548,2.744464
447,-0.907047,0.479833,0.258429,0.743413,1.677391,1.920016,0.46216
949,-0.905447,2.307441,0.363217,1.617471,2.412492,2.276253,0.809307
257,-0.905082,1.413578,0.835708,0.725927,1.986049,1.385566,2.650835
446,-0.904378,2.274592,0.906846,2.355847,2.384639,2.864884,1.640679
384,-0.90413,2.823588,2.948149,1.581701,1.620448,2.253054,0.021364
577,-0.903028,1.470344,1.416323,2.829104,1.272017,2.437703,1.007607
600,-0.902958,2.856242,0.427466,0.525759,2.00034,2.333074,0.722588
471,-0.902687,2.472335,2.718943,2.551529,1.035918,1.193302,2.694494
865,-0.902641,1.442883,0.858645,2.561558,2.940659,2.071243,1.725458
974,-0.902189,1.47543,0.100781,1.275928,0.794349,2.054793,0.894753
679,-0.901739,2.131827,2.072622,2.078348,0.424746,2.915339,1.174162
487,-0.90129,0.01566,2.475468,1.065538,1.228251,1.913446,2.699599
389,-0.90079,2.12855,2.836755,2.188679,0.710252,1.457202,1.441733
656,-0.900361,2.9821,1.5188,0.432023,1.577471,2.398806,1.750836
979,-0.900051,2.334005,1.488089,1.49469,0.609933,2.282438,0.549483
42,-0.89994,2.345379,2.840595,1.543438,1.425486,1.143245,0.664086
2,-0.899938,2.609584,1.854946,2.659129,2.133916,1.344698,0.65565
432,-0.899831,2.11722,2.832535,0.79811,0.172737,1.984251,0.739456
139,-0.89941,2.160706,0.213931,1.44066,0.635045,0.420335,2.90615
274,-0.898791,0.728146,0.196921,0.556775,2.853679,0.20274,0.699856
82,-0.898617,1.918566,2.401539,0.990219,2.054661,1.492418,2.913537
46,-0.898219,1.876558,2.937045,2.010747,0.702287,1.156399,2.099139
188,-0.89819,2.356873,2.967438,2.185138,0.346231,2.250567,2.227537
680,-0.897869,2.871812,2.137371,1.04956,0.951542,2.833034,0.418895
12,-0.897743,1.029578,0.091799,0.459281,0.623707,2.051784,1.212317
186,-0.897579,1.081218,2.330415,2.566406,1.57291,1.259066,0.780556
816,-0.897354,2.343198,2.272338,0.300041,0.265803,1.964425,0.719545
460,-0.897215,0.432634,1.17148,2.327191,1.323916,0.521049,0.490449
379,-0.89687,0.89066,2.091386,1.79686,2.304904,1.439662,0.321105
4,-0.896477,2.05883,0.500859,0.657539,0.773088,2.073553,1.357146
613,-0.896359,1.498566,1.525308,0.146257,2.145801,0.653161,2.00109
352,-0.895698,1.940127,1.639309,1.436693,2.15242,0.14552,2.97486
436,-0.895516,0.244198,1.289691,1.219192,2.367669,0.985146,1.435507
836,-0.895412,0.047376,2.213288,1.260868,0.678546,0.882438,2.836522
185,-0.895038,0.42172,2.188282,0.328658,1.627341,2.587863,2.075606
482,-0.894967,1.654829,0.600837,1.212591,2.437978,1.634061,2.940769
18,-0.894936,0.819067,1.564616,1.181706,2.127345,0.255971,2.297223
30,-0.894906,2.641746,0.187012,0.071515,2.260639,1.375174,1.835768
91,-0.894727,0.905325,0.877215,0.456989,2.62414,0.44522,1.695839
340,-0.894661,2.657538,2.789028,1.004136,0.502508,2.947561,1.097393
329,-0.89451,1.925224,2.202529,1.60487,1.138443,0.727002,0.231201
787,-0.894434,0.216543,1.154713,1.574414,1.579324,2.554867,0.642642
886,-0.894307,0.16812,1.149783,0.86975,1.016581,2.20225,2.561677
79,-0.894289,1.674511,2.69174,1.743076,0.022785,1.685779,2.718088
893,-0.894245,1.755518,0.607494,0.822327,1.767994,2.654959,0.115185
619,-0.894102,1.481434,0.31726,0.600694,2.480794,2.024378,1.486308
861,-0.893877,1.274506,2.719406,1.681453,2.964192,2.613977,0.325388
605,-0.893373,1.942788,0.747426,1.636256,2.468547,2.747766,0.96933
792,-0.893312,2.375426,0.262111,2.871619,0.94984,1.841435,2.426485
624,-0.893203,0.862931,2.483714,0.893886,1.463625,1.964508,2.918264
590,-0.892908,2.9517,0.424525,1.511482,1.462205,1.948387,1.066433
287,-0.892528,0.413561,1.205228,2.224189,0.525823,0.611096,0.129782
376,-0.892463,1.562208,2.952723,2.576773,0.339357,1.148175,2.628473
84,-0.892133,0.063447,0.900915,2.006573,1.806523,0.9237,0.692352
785,-0.891247,1.609118,2.586444,2.446726,2.21033,0.593149,1.766522
11,-0.891135,2.244951,0.786405,2.830627,0.290395,0.790943,1.840162
728,-0.889988,1.516089,0.56124,0.397265,2.604975,2.45008,0.695556
419,-0.889553,0.008297,1.924196,2.819668,1.42442,2.188744,1.151554
623,-0.889163,0.67803,1.521935,2.308568,1.943901,1.00228,0.576626
29,-0.888163,2.759658,2.180433,1.686879,1.09055,2.267137,0.232561
683,-0.887549,0.287703,1.607081,1.232072,2.046967,0.554746,2.085649
172,-0.886403,2.281827,1.340836,0.390879,0.139938,1.843299,0.755842
16,-0.885877,0.47668,1.058402,2.579761,0.307307,1.348797,0.370704
103,-0.885826,0.756461,0.663683,2.430318,2.719896,1.699054,2.169959
244,-0.885414,2.932106,0.052152,1.255782,2.677094,2.251021,1.587782
70,-0.885317,2.747312,2.373312,0.058101,0.974337,1.125588,0.61816
505,-0.885312,1.793057,2.490813,2.637979,1.698957,0.430984,1.764839
86,-0.885049,1.102099,0.936007,1.718815,2.568005,1.23885,0.050463
54,-0.88477,2.641635,1.016232,2.58177,1.262911,0.914992,0.814461
391,-0.884638,0.591604,1.896814,2.063395,1.780282,0.057686,1.569266
286,-0.884391,0.340093,2.047751,0.65608,2.536299,2.153566,0.193102
55,-0.883615,2.278272,0.680734,1.822988,2.359644,2.918368,1.568555
977,-0.883282,1.89113,0.918964,1.704139,1.274919,2.639095,0.380316
532,-0.882986,1.524123,0.313097,2.888207,2.449328,1.539382,1.23211
406,-0.882611,2.430956,0.000434,2.306958,0.301364,0.698803,2.613552
337,-0.882516,0.889697,2.124644,1.054573,0.411761,0.165211,0.028545
346,-0.882387,0.134654,2.884337,1.673377,2.06916,2.92476,0.497986
990,-0.882188,0.916755,1.175664,1.084659,2.544912,0.712534,2.590593
956,-0.88216,1.926883,2.23241,2.639426,0.935727,0.348899,1.862059
338,-0.882133,1.446574,0.749983,0.61657,1.958359,1.323814,2.748269
691,-0.881612,0.875339,1.808098,1.242925,2.398126,2.91777,2.509925
535,-0.881604,2.197703,2.314115,0.039956,2.530607,0.892756,1.779147
927,-0.880535,1.909641,2.592824,1.32848,2.521445,1.006468,2.847314
448,-0.880271,0.150052,0.833896,1.536376,1.868337,2.204933,0.923333
220,-0.880218,1.66653,1.530158,1.823656,1.479019,2.917431,0.020751
554,-0.880126,2.721216,0.574665,2.845823,0.452875,0.315104,2.813483
208,-0.879421,2.094753,1.430833,0.344016,0.16716,2.505764,0.952821
607,-0.879194,2.864043,2.702426,1.469199,0.725631,2.838011,2.281347
699,-0.878319,2.813588,0.671548,2.116646,0.759008,1.582921,2.600283
515,-0.878211,1.498291,2.432456,2.656923,1.495277,0.638845,1.217101
52,-0.878088,0.922076,1.398849,2.465202,2.86181,2.016722,1.392467
716,-0.87791,1.780785,0.988163,0.396777,2.851223,2.865545,1.191662
768,-0.877893,2.162338,0.100357,0.068539,1.515429,2.004055,1.191202
933,-0.877847,2.905701,2.235218,0.267521,1.449274,0.467589,0.024443
780,-0.877596,2.638341,2.928196,0.601212,1.006705,2.319797,2.112031
685,-0.877332,0.646376,2.983131,0.210981,1.695935,0.934673,0.044015
392,-0.877134,1.668177,1.625534,2.865023,0.050797,1.995757,1.258568
762,-0.876864,1.981119,1.883487,1.611985,0.019507,2.330238,2.750916
726,-0.875989,1.37746,1.281597,2.112611,0.169412,1.895088,0.22985
639,-0.875825,2.934351,0.108478,0.882742,2.52697,1.809898,2.408024
643,-0.875492,2.902803,0.78787,2.763919,2.98653,2.621814,1.338903
464,-0.875133,1.110529,1.197589,2.246419,2.578431,1.385794,0.450382
512,-0.874822,0.475404,0.905702,2.76704,2.243557,0.723154,1.26067
19,-0.874645,0.984209,1.640914,1.961865,2.448488,0.220305,0.833171
127,-0.874612,0.238957,0.283562,0.79008,2.193251,1.523071,1.076293
331,-0.87402,0.743856,2.529082,2.491851,0.384584,2.205495,0.205247
81,-0.87396,1.744211,0.008472,1.465907,0.302843,1.331648,2.745174
664,-0.873234,0.797841,1.419906,0.220549,0.04539,1.755644,2.415218
369,-0.873077,0.698792,0.526285,1.111681,0.25879,2.545188,2.221866
284,-0.872992,0.272998,0.645169,0.597673,1.671234,2.105658,1.788313
941,-0.872772,0.926426,0.855977,0.02001,1.387875,2.304619,1.809859
763,-0.872516,0.629312,2.173985,2.353091,1.903697,1.122663,0.680789
163,-0.872351,0.800689,0.974489,0.736993,2.796064,2.106851,0.218146
135,-0.872258,0.587274,0.526226,0.682747,2.672126,1.605884,0.525655
121,-0.87225,0.706924,0.391106,0.393244,0.869151,0.084656,2.720703
810,-0.872242,1.3795,0.153171,2.542526,0.762488,1.930906,1.129518
575,-0.871547,0.492228,2.888321,2.156967,1.049914,0.63948,2.603214
211,-0.871461,0.223599,2.872472,2.839731,0.502019,0.528783,2.81253
325,-0.87142,2.666066,2.749836,0.281466,1.766378,1.053028,1.654178
645,-0.871414,1.683234,1.15856,2.901031,1.583282,2.688209,1.105656
628,-0.871156,1.269398,1.685379,2.681931,0.577966,0.62928,0.684211
951,-0.871141,2.801034,0.678757,2.008844,1.116489,2.222633,1.405778
760,-0.871103,0.36924,0.931222,0.764917,1.158877,2.692277,2.129379
224,-0.870888,2.558889,0.321578,0.697047,2.306484,1.411317,2.781437
517,-0.870546,1.214311,0.705762,2.203945,0.981351,2.949319,2.927099
501,-0.870323,1.864212,0.884218,0.219165,0.549536,1.206063,2.165573
803,-0.870057,2.219662,1.797487,2.166137,1.212532,0.125941,0.815687
344,-0.869328,0.227374,0.011732,1.185095,1.032566,2.217366,0.796628
660,-0.868894,1.338671,2.299137,0.427202,2.382128,0.998317,2.130813
991,-0.867616,1.333214,1.234109,0.890398,1.293287,2.963003,2.548554
396,-0.867427,0.911094,1.561506,2.576991,2.974489,0.341788,2.634676
595,-0.867279,0.394125,1.734623,2.144098,1.905607,0.196828,1.092485
547,-0.86702,1.517237,1.10801,0.099386,2.497973,1.504241,2.255336
999,-0.866741,0.544637,1.017791,1.39604,2.673013,2.020069,1.891038
382,-0.866365,1.789887,1.494724,1.802375,0.097788,2.745634,0.632485
536,-0.866364,2.854943,1.911898,2.660208,1.040358,0.364062,2.989119
822,-0.865729,0.845011,1.692087,2.759749,1.31753,0.941318,0.515044
97,-0.865388,1.339872,0.755707,1.622905,0.193127,2.882313,1.684703
193,-0.865221,2.831823,2.22082,0.722719,2.016961,2.567051,2.973287
609,-0.865159,1.028502,1.99827,2.657915,2.203952,2.149921,0.549099
105,-0.864704,2.61832,0.68206,0.050877,1.367573,0.305051,2.092023
524,-0.864446,2.00374,0.143351,0.721517,0.764299,0.34327,2.797225
549,-0.86419,2.138203,0.621609,0.731659,2.740439,2.967659,0.904942
437,-0.863906,2.817903,0.102365,1.268042,0.616013,0.275103,0.252293
426,-0.863649,2.676242,2.503085,0.730578,1.380854,1.326763,2.421765
730,-0.863538,0.430203,1.25616,2.304839,1.791565,1.829831,0.369722
26,-0.863515,0.269899,2.482909,0.352309,0.410037,2.781325,2.764663
431,-0.862942,1.964877,1.835461,2.123471,2.695454,0.216314,0.450234
33,-0.862707,1.440417,1.356038,2.360494,2.917117,1.425719,0.416088
462,-0.862664,1.812703,1.455505,2.78644,1.181222,1.714027,0.440673
67,-0.861811,1.463282,1.274271,0.712495,1.788373,0.166575,2.874919
169,-0.861671,0.386137,1.907029,0.284304,0.922842,0.504081,2.223157
133,-0.861324,1.11009,0.610181,2.518117,1.058988,2.465213,0.909289
591,-0.861263,1.047463,0.29232,0.90365,0.49486,1.521771,2.957455
234,-0.861236,2.580674,1.065225,2.448382,1.583868,2.563166,0.775399
351,-0.861014,2.768764,0.344786,2.807755,1.442141,2.413946,2.732516
438,-0.860864,1.355469,0.245624,2.457158,1.31274,1.655758,0.441242
576,-0.860855,1.787386,0.065449,1.934321,1.612014,2.208063,0.737204
183,-0.860762,1.481928,2.168576,0.989358,2.28313,0.042399,1.936245
404,-0.860528,1.994786,2.212992,0.329162,0.651168,1.682085,2.324985
474,-0.859918,0.215127,2.376079,1.35198,1.961459,0.633259,1.466055
94,-0.859713,1.727985,1.807529,0.671381,1.570581,2.735917,2.956862
181,-0.85958,2.742552,0.4908,0.491692,1.928651,1.21415,2.71227
210,-0.859576,0.580617,2.235699,1.941504,1.368757,0.703165,0.16753
913,-0.859567,1.498765,0.539496,2.980679,0.424754,1.521566,0.980857
451,-0.859517,0.849666,0.375679,0.4569,0.205513,2.760319,0.321784
849,-0.858927,0.713799,0.031161,2.527441,2.541692,1.705292,2.596658
742,-0.858604,0.511484,2.888624,1.393592,0.081099,0.965627,2.904057
266,-0.858526,2.735316,1.961096,1.208919,0.322732,2.40639,0.822052
288,-0.858373,2.275789,0.244035,1.209194,0.927686,2.315719,0.950648
835,-0.857911,1.558694,1.942005,0.463834,0.282567,0.186774,1.684391
360,-0.857893,0.885652,0.958923,2.871995,1.560823,0.473552,0.524969
212,-0.857774,1.041115,2.691654,1.019265,0.417268,0.395585,1.757361
891,-0.857736,2.469085,1.61376,1.724894,0.338836,2.630341,0.927144
606,-0.857514,0.191135,2.840591,0.274444,2.158013,1.318221,0.455249
268,-0.857356,2.33881,0.18891,2.442657,2.550895,0.753449,0.021261
851,-0.856188,2.580749,1.627777,2.339066,1.761721,2.306294,0.068677
581,-0.856003,0.282266,2.862138,2.885519,2.216588,1.474152,2.093582
754,-0.855809,0.148697,0.426233,1.140885,1.862354,1.427038,2.679379
473,-0.85575,0.683294,1.795366,1.391224,2.666383,0.365318,0.816338
45,-0.8557,2.775835,2.066011,2.471891,1.737041,0.788607,0.574557
164,-0.85552,0.945314,0.852904,0.536705,1.597052,1.938852,2.708325
156,-0.855244,0.780381,0.718532,0.046917,0.236393,2.615238,1.609197
1,-0.854937,2.711893,1.178828,0.379461,2.094916,2.693739,2.296318
975,-0.854564,0.400695,0.456376,0.632672,0.477012,2.978846,0.656513
162,-0.854397,2.20586,2.759047,2.318297,0.056342,1.491949,1.928535
898,-0.854373,2.645635,1.37455,1.113117,0.467962,0.142543,0.768076
160,-0.85404,0.355037,0.526327,2.761701,0.662463,1.689086,0.536856
182,-0.853642,1.27142,2.019759,1.214675,1.955024,0.216247,2.857018
37,-0.853587,2.752203,0.17129,2.080107,1.30265,2.120647,2.800472
213,-0.853492,2.476634,2.490338,0.188194,2.82065,2.657498,2.693957
43,-0.853489,1.225958,2.57841,1.22515,2.382468,0.37407,1.703333
204,-0.853478,1.024177,2.906247,2.713998,2.822951,2.954162,0.928506
315,-0.853108,1.155148,0.95872,0.179687,1.761014,2.502946,2.101565
734,-0.853013,1.777628,1.694905,0.596396,2.865731,2.621166,2.696016
368,-0.852891,2.813342,2.635301,0.678817,2.831571,0.194413,1.384848
513,-0.852841,0.492307,2.885111,1.352329,0.563257,0.389234,0.878032
611,-0.85264,0.018327,0.75239,0.884882,0.292771,2.910404,2.203103
876,-0.852631,0.487162,2.000316,0.04035,2.030207,0.793863,1.663308
40,-0.852518,2.671926,2.604908,1.961206,1.722595,1.102665,0.139518
