num,energy,dist,dist
526,-75.742461,1.936321889,1.240604069
830,-75.742386,2.024504408,1.59888777
245,-75.742227,1.759764069,0.76364493
152,-75.741808,2.020148708,1.567911606
361,-75.741574,1.771369784,0.772699754
249,-75.741401,1.724149872,0.724734972
954,-75.741331,1.772877017,0.772878333
856,-75.741146,1.962339579,1.317582871
815,-75.74114,2.1516102,2.33810574
358,-75.740674,1.709112641,0.709439229
963,-75.74049,1.809718577,0.816800667
91,-75.739663,1.649236721,0.668287184
302,-75.739063,1.934654881,1.141563624
834,-75.738739,2.04029316,1.578434724
283,-75.738515,2.029920206,1.530799151
707,-75.738264,1.262528203,0.557246323
664,-75.737908,2.093967386,1.788612148
922,-75.737015,1.88426527,0.927139475
322,-75.736774,1.438005574,0.587433428
743,-75.736639,2.156084159,2.088941574
449,-75.736566,1.931283978,1.064015885
650,-75.736507,2.147510863,2.02702711
311,-75.736278,1.922703959,1.026554681
683,-75.735353,1.60550766,0.635117977
885,-75.734686,1.937149251,1.04428024
435,-75.734543,2.097744707,1.718668338
634,-75.733556,2.192855643,2.246151346
176,-75.733287,1.933769454,1.006885446
713,-75.733074,1.967423039,1.123361659
824,-75.732098,2.028765336,1.365768936
373,-75.732021,2.206405615,2.296056562
425,-75.731903,2.207925242,2.307490384
443,-75.731713,1.991732924,1.19139164
576,-75.731304,1.904564529,0.911298
87,-75.730947,1.9141218,0.927742564
813,-75.73082,1.993363885,1.174209342
75,-75.730373,2.21004278,2.220057452
589,-75.730157,1.959579166,1.032864225
752,-75.729822,1.517211499,0.593303238
238,-75.72862,2.203740583,2.086355329
175,-75.72853,0.937664079,0.543931913
3,-75.728135,2.217311788,2.162864204
430,-75.72763,2.016496706,1.188274784
23,-75.727609,1.551261322,0.59810341
758,-75.727502,2.163885363,1.830729326
548,-75.727402,2.216175638,2.120558053
857,-75.727188,2.240435831,2.343635363
965,-75.726972,1.936816494,0.941287486
855,-75.726439,2.172906509,1.843256547
473,-75.725916,2.164986264,1.790910808
603,-75.725892,2.043505031,1.258367518
95,-75.72583,2.062434701,1.340891083
957,-75.725396,2.15910264,1.749550288
607,-75.725071,1.956761045,0.966247271
892,-75.724956,2.194631492,1.906253757
723,-75.724723,1.950385637,0.952125062
551,-75.724607,2.116207226,1.541388667
908,-75.72448,2.247260761,2.221564522
431,-75.724466,2.041439624,1.210386607
497,-75.724422,1.981003969,1.012266133
778,-75.723989,1.965553798,0.975575591
671,-75.723779,1.16358977,0.527552037
731,-75.723271,1.982645412,1.004718283
932,-75.723166,2.245183694,2.139119403
60,-75.723035,2.258837537,2.242859117
22,-75.72256,1.973426135,0.980920337
244,-75.722352,2.273888173,2.369925194
492,-75.722322,2.136648803,1.567783183
852,-75.722313,2.240096212,2.06941901
412,-75.722233,2.172132045,1.720735779
466,-75.722186,2.085391987,1.339394542
155,-75.722115,2.06886553,1.264428954
729,-75.722113,2.071808126,1.277216861
688,-75.721999,2.112447698,1.453734252
379,-75.72065,2.226478143,1.933401904
289,-75.720132,2.045536859,1.128902583
462,-75.72004,2.081156593,1.260653308
16,-75.71997,0.802496638,0.605815858
58,-75.719955,2.286956503,2.327742264
997,-75.719909,1.999634834,1.012728725
554,-75.719699,2.027593697,1.071860158
773,-75.719628,2.247409949,2.01237409
951,-75.7193,2.298904166,2.503436111
976,-75.719253,2.077430702,1.224903393
730,-75.719243,2.036598885,1.08929198
281,-75.718856,2.285599465,2.239376457
728,-75.718775,2.267371078,2.1003813
851,-75.718451,2.181350216,1.656074505
802,-75.717873,2.098641417,1.276382308
698,-75.717073,2.308175693,2.351119952
738,-75.716978,2.312385313,2.405115763
158,-75.716208,0.695121589,0.812336152
168,-75.715609,2.235742704,1.821406446
81,-75.715122,2.071404818,1.126745721
54,-75.715005,2.194045362,1.614083966
547,-75.714974,2.207678678,1.673871305
530,-75.714838,2.292916944,2.100931725
681,-75.714416,2.056201762,1.083556961
935,-75.714316,2.161693913,1.450725533
872,-75.714255,2.175065654,1.50827272
382,-75.714238,2.061171034,1.092538343
521,-75.714095,2.241130553,1.800800421
658,-75.713934,2.284389377,2.015129977
831,-75.71387,2.248992146,1.831163476
316,-75.713637,2.17494313,1.489616602
299,-75.712896,2.198638098,1.573084068
44,-75.712254,2.185838399,1.497288719
386,-75.712054,2.327943515,2.216067917
779,-75.71113,2.230349586,1.662585119
837,-75.710741,2.349304207,2.324770151
363,-75.710656,2.352467815,2.352485244
626,-75.710477,2.242188575,1.696551091
327,-75.710463,2.253520617,1.747935688
471,-75.710257,2.320012476,2.081492227
359,-75.710077,2.150588368,1.287061897
945,-75.709781,2.168917159,1.352076789
528,-75.709737,2.33296421,2.141071696
584,-75.70972,1.018931648,0.511321526
414,-75.709689,2.364000786,2.41288245
843,-75.709369,2.065088061,1.07006855
701,-75.708907,2.336511853,2.127729221
438,-75.708879,2.098051232,1.123523463
950,-75.708355,2.166327111,1.30556239
201,-75.708242,2.281076833,1.807728828
97,-75.70776,2.258693004,1.689021636
19,-75.707578,2.203729233,1.437980018
217,-75.707089,2.188782735,1.361395557
444,-75.706645,2.382031203,2.366421909
218,-75.706383,2.100394768,1.112378613
173,-75.706301,2.230027579,1.515624294
840,-75.70609,2.192243316,1.349357906
185,-75.705763,2.182420466,1.305216875
294,-75.705067,2.245699039,1.547845009
648,-75.705044,2.282644665,1.714342634
858,-75.704572,2.39624985,2.359655345
304,-75.704536,2.395287115,2.347184348
66,-75.70432,2.388255891,2.270898545
268,-75.704211,2.370086666,2.136872669
377,-75.704046,2.321677919,1.866636644
191,-75.703927,2.217643682,1.393832666
369,-75.70345,2.384378547,2.19632854
873,-75.703395,2.402982909,2.34221879
677,-75.703197,2.410217508,2.403849504
195,-75.703038,2.299745727,1.729700092
344,-75.70239,2.141951319,1.160634074
785,-75.702258,2.190381204,1.265450045
878,-75.702252,2.389095889,2.171302643
535,-75.701971,2.235561369,1.413539045
138,-75.701873,1.229120172,0.507275464
740,-75.70171,2.255654963,1.490051446
206,-75.701659,0.782774696,0.600634851
2,-75.701596,2.16204438,1.192040226
151,-75.701542,2.238291623,1.413014999
568,-75.701302,2.31467868,1.743125753
93,-75.701049,2.430427403,2.460225876
188,-75.700772,2.165854634,1.193056703
144,-75.700729,2.198045302,1.263797907
661,-75.700378,2.373242702,2.000567651
678,-75.700118,2.224314339,1.329587259
0,-75.700003,2.218272009,1.308785966
887,-75.699833,2.24329609,1.388887809
149,-75.698958,2.441180565,2.399755103
15,-75.698863,2.377834811,1.96840402
439,-75.698787,2.28703609,1.53818662
783,-75.698487,2.299092706,1.581982071
131,-75.698441,2.23542153,1.332701548
810,-75.697462,2.29784691,1.544766785
552,-75.697456,2.307903527,1.588784657
286,-75.697279,2.46560931,2.589528387
846,-75.697066,2.242869571,1.330659202
948,-75.696698,2.387608325,1.939409579
599,-75.69664,2.137946935,1.138199938
253,-75.696346,2.165007408,1.170467888
491,-75.696042,2.294319514,1.488105518
747,-75.695789,2.143474501,1.143677811
105,-75.694772,1.537413744,0.538805177
580,-75.694765,2.486697737,2.678424469
99,-75.69426,2.241178519,1.288320284
544,-75.694021,2.248619434,1.302392935
370,-75.693828,2.368566667,1.746478187
794,-75.693747,1.287950024,0.503574486
842,-75.693452,2.48448834,2.416122992
606,-75.693262,0.670353175,0.854609489
156,-75.693064,2.493096381,2.479605526
428,-75.692937,2.501515256,2.623085697
408,-75.6923,2.451742651,2.114435628
543,-75.692073,2.488645484,2.356308626
312,-75.691941,2.480451554,2.283562549
210,-75.691808,2.395598407,1.804319187
811,-75.691527,2.41628418,1.894778414
111,-75.690602,2.477697292,2.195536807
489,-75.690158,2.51277217,2.443198719
667,-75.689986,2.364538295,1.601936125
985,-75.68953,2.529385178,2.614114263
318,-75.688726,2.333926792,1.451849259
167,-75.688602,2.221277163,1.224744151
518,-75.688196,2.388971587,1.650992806
419,-75.688065,2.543507472,2.705301141
334,-75.68791,2.392830494,1.658674101
434,-75.687748,2.458175906,1.963909057
401,-75.687723,2.430826155,1.827445703
591,-75.687586,2.380255941,1.594589711
567,-75.687288,2.492571969,2.132596778
225,-75.687188,2.354615302,1.486683968
374,-75.68714,2.517274114,2.283259724
385,-75.686649,2.238269155,1.241832038
642,-75.686588,2.26584203,1.278704072
952,-75.686371,2.553514653,2.571374941
72,-75.686323,2.535514499,2.373349905
875,-75.685137,0.691340433,0.755253332
513,-75.68513,2.437051273,1.764132905
433,-75.684705,2.4605908,1.860295967
926,-75.684517,2.571813635,2.620524256
657,-75.684511,2.253841439,1.256784481
214,-75.684316,2.576268411,2.710253296
708,-75.684316,2.427555781,1.69316599
193,-75.684007,2.289165353,1.302056072
323,-75.683353,1.513070476,0.519675154
532,-75.682398,2.463152723,1.787983036
27,-75.682374,0.80081145,0.557547289
326,-75.682074,2.584130302,2.504574498
503,-75.681603,2.425171622,1.599552874
273,-75.681267,2.456902548,1.720068641
298,-75.681096,2.512327817,1.978193889
475,-75.681093,2.605402744,2.755642114
96,-75.680862,2.390677764,1.472334938
141,-75.680486,2.602771502,2.566158898
649,-75.680468,2.538048996,2.088472817
154,-75.680382,2.469070161,1.743711404
413,-75.680154,2.498874498,1.874166416
793,-75.679959,2.502511939,1.884358247
506,-75.679011,2.616248873,2.57637384
507,-75.678886,2.568931141,2.193050206
570,-75.678846,2.483367747,1.754116121
936,-75.678717,2.625810475,2.699182589
487,-75.678602,2.539976244,2.018616685
799,-75.678521,2.579777761,2.241646114
384,-75.678145,2.579552445,2.221009414
227,-75.678129,2.464677249,1.652498092
623,-75.678041,2.628157199,2.625218136
676,-75.67788,2.630711875,2.643809178
483,-75.677442,2.625945853,2.531375836
127,-75.676876,0.667660096,0.826065375
741,-75.67683,2.640265144,2.647479184
135,-75.676607,2.646714535,2.764198225
309,-75.676526,2.407323482,1.454121847
628,-75.676462,2.505592565,1.769445705
573,-75.676286,2.520163975,1.829073662
990,-75.676155,2.558020396,2.009369639
835,-75.675492,2.657251103,2.773023156
494,-75.675358,2.640692669,2.498584754
219,-75.675152,2.638187698,2.460154127
627,-75.674799,2.525393788,1.798513771
50,-75.674756,2.478521102,1.612379872
392,-75.674616,2.496126498,1.671150949
756,-75.674441,2.399148418,1.422107285
561,-75.673992,2.436536274,1.487298563
563,-75.673886,2.514047337,1.719140487
279,-75.673859,2.552120049,1.886746073
966,-75.673799,2.588582805,2.067978467
827,-75.673706,2.444446717,1.500961609
771,-75.673505,2.416497535,1.444785221
651,-75.673256,2.364654486,1.369034272
278,-75.673223,2.465801689,1.544750455
762,-75.673149,2.604268823,2.123787207
29,-75.672888,2.678818672,2.696302927
833,-75.672868,2.645098824,2.361322889
365,-75.672751,2.470761653,1.549835844
345,-75.672493,2.495094841,1.613635109
774,-75.672005,2.459160806,1.512439046
94,-75.671892,2.640319267,2.273480995
782,-75.671873,2.692263183,2.813521467
277,-75.671555,2.681119189,2.565905319
925,-75.670749,2.677859092,2.469750051
905,-75.670635,2.531165172,1.688332056
631,-75.670194,2.701102376,2.654614481
451,-75.669738,2.422931051,1.434148137
829,-75.669143,2.661480462,2.25714161
994,-75.669002,2.636776004,2.108544923
800,-75.668294,2.463248599,1.486926919
40,-75.667981,2.488964566,1.529621067
862,-75.667877,2.494904701,1.540151119
457,-75.667796,2.669208237,2.232581603
162,-75.667068,2.514930997,1.572503074
970,-75.665283,2.74241508,2.601233644
722,-75.665147,2.734659627,2.51871699
502,-75.665109,2.694642821,2.241825581
660,-75.664649,2.618068655,1.837919878
207,-75.664618,2.761831957,2.77017107
190,-75.664406,2.641853834,1.933356067
314,-75.664304,2.739977078,2.497961647
271,-75.66411,2.678626137,2.10267591
705,-75.66399,2.482150851,1.492902156
896,-75.663791,2.766164834,2.709880789
100,-75.66375,2.769405301,2.752101692
482,-75.663639,2.535527923,1.575821007
255,-75.663461,2.777618596,2.919021593
903,-75.663052,2.519348034,1.54288059
57,-75.662996,2.735326259,2.375989003
301,-75.6629,2.783310319,2.890202818
291,-75.662405,2.788099881,2.871103785
559,-75.662227,2.734366916,2.323760838
724,-75.661803,2.779769299,2.641634599
777,-75.66169,2.702283276,2.112415419
13,-75.661677,2.44021651,1.440223808
472,-75.661573,2.777235778,2.595071977
56,-75.661552,2.687955846,2.03302106
319,-75.661474,2.797886923,2.875083517
859,-75.661254,2.632070685,1.783766265
522,-75.661206,2.800606449,2.872333978
313,-75.661088,2.789856171,2.674689787
348,-75.660863,2.781305361,2.569996014
357,-75.660189,2.78879782,2.578246939
549,-75.660151,2.571501243,1.609194409
64,-75.660098,2.8112302,2.845277006
356,-75.65951,2.726262674,2.133291862
198,-75.659148,2.823753992,2.975036909
12,-75.658882,2.488009265,1.488691406
303,-75.658571,2.828507411,2.877460717
260,-75.658438,2.831544659,2.953775407
949,-75.658046,2.729474578,2.079912372
445,-75.657995,2.787983422,2.411959693
120,-75.657676,2.701454474,1.933831501
495,-75.657592,2.756830182,2.201208908
274,-75.656996,2.518946864,1.520522707
988,-75.656737,2.781278922,2.293987454
146,-75.656499,2.798073697,2.383037224
7,-75.656123,2.760687221,2.147069615
691,-75.656036,2.658874859,1.742984084
924,-75.655919,2.577153655,1.589506516
400,-75.655829,2.845467076,2.702635173
36,-75.655325,2.829113089,2.516706354
34,-75.655273,2.813634659,2.405932251
962,-75.655156,2.806007572,2.35042645
10,-75.655043,2.694399929,1.822493615
817,-75.655025,2.823880934,2.45803123
237,-75.654902,2.705452526,1.855144568
342,-75.654773,2.86584731,2.81776557
169,-75.654655,2.601431472,1.61771991
996,-75.65437,2.819434165,2.385825017
395,-75.654341,2.877169652,2.971978333
102,-75.654269,2.849442183,2.591917582
516,-75.653646,2.881570869,2.877259577
919,-75.653627,2.870241655,2.722214385
714,-75.653556,2.886503504,3.020048093
571,-75.653545,2.880506105,2.839962574
86,-75.653132,2.755712462,1.98807474
977,-75.653096,2.655226877,1.693820465
583,-75.652973,2.758586506,1.994038995
974,-75.652697,2.865617857,2.592154259
181,-75.652686,2.653694283,1.68708131
709,-75.652621,2.889369411,2.82287435
437,-75.652511,2.54806792,1.54813634
21,-75.652385,2.873739815,2.632520185
828,-75.651982,2.737808251,1.880009048
902,-75.651911,2.788748689,2.084913248
531,-75.651857,2.765617286,1.979714367
121,-75.651395,2.91031487,2.962503779
62,-75.651096,0.69554409,0.678291664
452,-75.651087,2.822094142,2.212123267
969,-75.650725,2.619092265,1.625177003
441,-75.650626,2.918551643,2.94780659
26,-75.650438,2.906364118,2.743946498
891,-75.650378,2.784668809,2.001003343
720,-75.650347,2.842685195,2.284045778
602,-75.650338,2.904655135,2.716091945
618,-75.650146,2.863198759,2.392794001
461,-75.650016,2.920342802,2.855696076
251,-75.649562,2.748557161,1.850590303
264,-75.649052,2.820519186,2.102564263
140,-75.649014,2.861618566,2.314246922
317,-75.648984,0.689859258,0.69024039
292,-75.648888,2.765145427,1.882653774
776,-75.648844,2.94148808,3.020101012
378,-75.64879,2.848347423,2.228479984
205,-75.648678,2.900734119,2.539583122
114,-75.648571,2.94530725,3.056775883
636,-75.648167,2.808967182,2.014187337
877,-75.648073,2.785084344,1.923259942
716,-75.647827,2.921720486,2.62858148
89,-75.647798,2.90922903,2.533422103
101,-75.647698,2.948615087,2.88603689
288,-75.64758,2.936144136,2.729421622
916,-75.64747,2.92835691,2.650813874
655,-75.647434,2.768012637,1.857026106
196,-75.647341,2.801731666,1.957362595
280,-75.646877,2.824745991,2.027603983
65,-75.646543,2.942618315,2.684829705
594,-75.645927,2.825612781,1.995736853
760,-75.6459,2.94714356,2.663277147
808,-75.645746,2.843307932,2.058173947
816,-75.645742,2.976288111,2.967591434
246,-75.645655,2.964172999,2.792957137
888,-75.645655,2.954716017,2.703975729
615,-75.645588,2.894164343,2.296243725
992,-75.645532,2.709335929,1.72323625
555,-75.645423,2.983831199,3.074091187
328,-75.645337,2.923144767,2.450388812
788,-75.645332,2.899782735,2.312306188
381,-75.645165,2.75001301,1.784446008
600,-75.644886,2.834812734,1.993282528
455,-75.644808,2.872026499,2.142738951
596,-75.644777,2.981827438,2.878600853
478,-75.644724,2.937109492,2.497171634
187,-75.64456,2.950554669,2.576597535
310,-75.644546,2.982601407,2.85527602
759,-75.644546,2.815090474,1.920437548
820,-75.644157,2.968702706,2.680115997
416,-75.644097,2.916593768,2.332333855
340,-75.644055,2.83310735,1.961608844
812,-75.643853,2.97855135,2.734302131
719,-75.643181,2.838689446,1.954477877
448,-75.643147,2.922124451,2.306268697
597,-75.64276,2.790151882,1.831269921
79,-75.642748,2.954951001,2.471928279
763,-75.642748,2.989273563,2.717570686
890,-75.642695,2.795955677,1.841561877
529,-75.642266,2.77057937,1.793041563
939,-75.642081,2.982434836,2.605581615
9,-75.641855,2.996990817,2.696264074
646,-75.641654,2.788423569,1.816704709
284,-75.641641,2.818033325,1.871506297
622,-75.64163,3.021926297,2.913048669
17,-75.641545,3.009448561,2.771584861
239,-75.641225,3.028970635,2.94073343
500,-75.641105,2.922865543,2.198214498
486,-75.641073,3.026628958,2.888573498
24,-75.640953,3.027435092,2.881199965
587,-75.640806,2.77044736,1.783441217
174,-75.640618,2.930719122,2.210519525
640,-75.640541,2.821039084,1.862660333
598,-75.6405,2.95624727,2.333665341
814,-75.640483,2.724075234,1.725422812
614,-75.640398,2.909946329,2.109104464
942,-75.640383,2.959336651,2.34338674
989,-75.640343,3.04434404,3.008341508
233,-75.640328,3.037639437,2.911703857
993,-75.640088,3.026509097,2.770202757
424,-75.639773,2.966119293,2.343162321
391,-75.639649,2.876942762,1.973894034
116,-75.639217,2.896673597,2.01990691
380,-75.639169,2.810502354,1.831399324
113,-75.639123,3.057186252,2.971226982
80,-75.639051,2.725122785,1.725260615
257,-75.638637,2.753146326,1.754837512
624,-75.638624,2.942229731,2.165223727
904,-75.63845,3.041731773,2.73349889
928,-75.638443,2.937036155,2.135685224
754,-75.638413,2.912080537,2.044179311
781,-75.638362,2.751861814,1.753020093
333,-75.637795,3.066027236,2.880417854
845,-75.637751,2.974413393,2.26854205
139,-75.637703,3.02403586,2.544059135
11,-75.637668,2.795744364,1.80268981
792,-75.637598,2.903292778,1.995800329
