num,energy,dist,dist
907,-75.637347,2.950524512,2.142966844
330,-75.637123,3.033616643,2.561576845
469,-75.636964,3.028510187,2.517146788
806,-75.63677,2.953521382,2.130798573
866,-75.63664,2.819556114,1.829085203
493,-75.636616,2.807600549,1.813712448
986,-75.636529,2.993758163,2.295544367
477,-75.63628,2.985505705,2.242578051
241,-75.636267,3.093960392,2.977929971
88,-75.63625,3.094064045,2.97640997
262,-75.63613,2.95842841,2.123885745
768,-75.636089,3.086469039,2.871419358
250,-75.636001,2.93403058,2.040196913
231,-75.635661,3.09653452,2.918260789
137,-75.635622,2.983213449,2.199890107
517,-75.635263,3.033093075,2.425101152
77,-75.634667,2.830686708,1.835531868
350,-75.634561,3.116687689,2.984900359
254,-75.634367,3.113628374,2.922979585
456,-75.634302,3.098361512,2.778044646
248,-75.634277,2.937322048,2.008062452
296,-75.634149,2.962443311,2.070788828
28,-75.633887,2.816681694,1.817767798
610,-75.633789,3.128108584,3.000053218
639,-75.633775,2.936317919,1.996279771
48,-75.63369,3.123484136,2.933713202
854,-75.633635,2.915402676,1.952558005
545,-75.633575,2.820532994,1.821542306
308,-75.633261,3.096391424,2.665962462
659,-75.633057,3.116206024,2.79405404
870,-75.632847,2.911318563,1.937000717
1,-75.632519,3.081224913,2.510211338
612,-75.632391,2.909345733,1.929874762
534,-75.632353,2.953443211,2.008355745
476,-75.632335,2.952465381,2.006015909
213,-75.632264,3.144240446,2.953729166
608,-75.63179,3.117818612,2.685084896
364,-75.631298,2.972047386,2.02964028
735,-75.631207,3.074116629,2.382325555
212,-75.630685,2.909210275,1.918593867
679,-75.630507,2.885041733,1.888110114
662,-75.630182,3.133975647,2.654007791
499,-75.630116,2.994421564,2.056663925
256,-75.629988,3.006257138,2.081546536
119,-75.629134,2.929016256,1.936920295
901,-75.629086,3.076869529,2.276419579
674,-75.628942,3.120478477,2.476749467
436,-75.628448,3.120525542,2.443165499
595,-75.628246,3.162230267,2.672245172
514,-75.628207,3.102655597,2.355111835
832,-75.627755,3.195329171,2.863514713
252,-75.627271,3.137541783,2.452688819
984,-75.627131,3.19849563,2.820919761
910,-75.627111,2.91244869,1.912736619
136,-75.62678,3.003854198,2.02713888
25,-75.626582,2.987449471,2.001018327
620,-75.626087,2.970664385,1.976321048
485,-75.625996,3.203773299,2.745865138
69,-75.625111,3.242905547,2.94939119
148,-75.624095,3.226600875,2.720518188
454,-75.624044,3.204902901,2.583575547
915,-75.623171,2.997199376,1.998764643
577,-75.622997,3.237018649,2.687317573
133,-75.621602,3.29405838,2.943680453
972,-75.621581,3.293903902,2.939974306
440,-75.621247,3.24820876,2.604836684
869,-75.621209,3.249855737,2.610983399
868,-75.621061,3.252105734,2.611623959
498,-75.62078,3.292305316,2.837852761
418,-75.62057,3.304962362,2.906709517
865,-75.619664,3.317642371,2.897796559
59,-75.619639,3.272785371,2.611160677
474,-75.61921,3.215416649,2.336871034
956,-75.618774,3.275650289,2.559093749
290,-75.618674,3.246393912,2.421422192
786,-75.618462,3.242336485,2.395233993
937,-75.617948,3.300362641,2.623848617
586,-75.617594,3.350344946,2.899869524
550,-75.617345,3.265268275,2.42345227
220,-75.616795,3.340983847,2.754933586
900,-75.616389,3.340468341,2.713812952
537,-75.615896,3.315742961,2.545491972
955,-75.615876,3.279776542,2.403894791
601,-75.615222,3.299079124,2.438603098
755,-75.614945,3.315193695,2.483266647
224,-75.613497,3.414838137,2.881374238
860,-75.613435,3.35404068,2.548487175
132,-75.612393,3.440253442,2.924364503
266,-75.610654,3.429427131,2.687118242
235,-75.610625,3.463398175,2.873617741
753,-75.610419,3.416609727,2.609955561
464,-75.610345,3.418071092,2.610983721
432,-75.609334,3.440898724,2.636601606
78,-75.609248,3.520055193,3.086706102
20,-75.60889,3.464346253,2.709022141
336,-75.60839,3.534546934,3.074076776
702,-75.608287,3.237693681,2.419013099
680,-75.607797,3.514910411,2.873864506
197,-75.607382,3.550866931,3.052739091
805,-75.607045,3.547674789,2.98779089
941,-75.606722,3.573345857,3.120471217
849,-75.606064,3.517278159,2.719770881
864,-75.605987,3.567751177,2.984305692
32,-75.604518,3.609151165,3.060751563
886,-75.604498,3.618306087,3.119904956
585,-75.604118,3.630016415,3.146539555
403,-75.60373,3.588932612,2.848981448
826,-75.601709,3.675516997,3.104821282
923,-75.601608,3.656531393,2.976215689
764,-75.601488,3.67141037,3.048575422
780,-75.60096,3.671552042,2.981748882
801,-75.600831,3.670997291,2.963102278
38,-75.600785,3.685917263,3.042641955
407,-75.600372,3.721596505,3.211950272
267,-75.599676,3.693336031,2.946956573
839,-75.599442,3.715545264,3.039034486
49,-75.598637,3.747599558,3.118059404
938,-75.597861,3.746995363,3.010430244
481,-75.596534,3.823518351,3.272434045
488,-75.595999,3.838713854,3.281979289
541,-75.59562,3.830548021,3.169478528
208,-75.595462,3.843871577,3.225332029
161,-75.595002,3.856270542,3.227411733
798,-75.590779,4.008246629,3.426000735
346,-75.590628,4.010335194,3.409403814
947,-75.590343,4.023782522,3.438714845
112,-75.589513,4.041858431,3.387592298
912,-75.589403,4.05702281,3.459875154
796,-75.587833,4.115967427,3.500986698
744,-75.584134,3.78743588,3.099605547
895,-75.580422,3.808107666,3.241891731
861,-75.524845,3.577715732,2.806590789
417,-75.510431,3.075878706,2.145058464
276,-75.50803,3.09492779,2.168740654
390,-75.506614,0.618773735,0.706435372
592,-75.505648,3.069187794,2.182087925
305,-75.500078,0.608616043,0.745109044
397,-75.49813,0.616709364,0.701886344
663,-75.487478,0.579661465,0.918462527
339,-75.468902,0.619914726,0.644493807
270,-75.421481,3.198376543,2.666863422
203,-75.410883,3.254028675,3.009121901
265,-75.408168,3.161781407,2.466465014
14,-75.388225,4.07434643,3.456767397
505,-75.378949,0.60925399,0.573817414
823,-75.370058,0.548990843,0.927015073
509,-75.362598,3.052108181,2.345829139
263,-75.358085,3.81774791,3.109209401
6,-75.344786,4.078969456,3.470747156
980,-75.344536,3.490122062,2.942773863
635,-75.335412,0.582210869,0.628868425
546,-75.333267,3.434079615,2.737092399
665,-75.324656,3.140738224,2.404117425
789,-75.323556,3.088305765,2.245744086
804,-75.320705,4.092804826,3.431770876
200,-75.307629,0.526566325,1.060158523
761,-75.307438,3.139936777,2.256759394
515,-75.303061,3.033898195,2.338097572
933,-75.301233,3.015172128,2.386205138
880,-75.300336,3.42997309,3.027076048
987,-75.299538,3.128893041,2.197137606
192,-75.29558,3.049323743,2.471774118
393,-75.294587,3.111413034,2.2406073
402,-75.289384,3.259266384,2.795845017
670,-75.288875,3.731961824,3.10389772
179,-75.288872,3.046469712,2.200313093
484,-75.28878,3.309595757,2.831928331
668,-75.287089,3.089275346,2.589219219
565,-75.286186,3.407206327,3.001555422
420,-75.284012,0.523966431,1.025691387
704,-75.265917,3.056621131,2.137805122
269,-75.262896,3.152586744,2.497573057
240,-75.260532,3.388021013,3.012926216
104,-75.249629,3.021744147,2.239799922
479,-75.247138,3.151661914,2.352903062
645,-75.245324,3.29742055,2.461797775
893,-75.243847,3.350495208,2.64292303
616,-75.230876,3.411196552,2.671911285
110,-75.229483,3.647982628,2.91133084
352,-75.219361,3.779760891,3.085651373
706,-75.217102,3.172972333,2.472272118
371,-75.211978,3.054785555,2.096337947
643,-75.211135,3.063813153,2.204556426
293,-75.203903,3.007977144,2.319578948
807,-75.20181,3.503360445,2.830817622
784,-75.199255,3.528671834,2.888134157
209,-75.188811,3.950469026,3.257835404
967,-75.179651,3.252723379,2.593746206
960,-75.177,3.444264881,2.790124472
166,-75.174491,3.345916425,2.92291716
557,-75.146074,3.379245759,2.696377551
725,-75.143109,3.706247363,2.994000921
275,-75.138767,3.736894449,3.117872692
70,-75.136848,3.443893807,2.736289194
194,-75.135055,3.508684522,2.744895093
396,-75.134187,3.231296352,2.93933872
463,-75.134083,3.11485243,2.188514031
582,-75.131512,3.63704573,2.924472883
564,-75.129491,3.444031673,2.619956902
159,-75.124676,3.856276669,3.169869989
588,-75.124046,3.425402664,2.616174193
230,-75.120414,3.315671418,2.518687545
613,-75.111729,3.085374998,2.41853941
221,-75.110678,3.506515014,3.064230334
153,-75.10712,3.54408047,2.90103264
883,-75.1066,3.460677308,2.903539466
300,-75.105892,3.437945029,2.764117585
790,-75.104562,3.877170332,3.26421779
82,-75.103939,3.244337393,2.633362702
961,-75.101166,3.139461527,2.391485454
501,-75.100906,0.536124428,0.594960001
630,-75.100487,3.821664315,3.137901869
460,-75.096668,3.078683676,2.269153846
351,-75.094399,3.668001554,3.166063076
47,-75.093964,3.496816027,2.872514634
973,-75.086745,3.445740964,2.913871444
329,-75.08671,3.198127883,2.923813256
222,-75.078187,3.788261302,3.088449723
946,-75.076083,3.26276674,2.667073453
746,-75.074132,3.555818907,2.783708335
863,-75.071301,3.958675074,3.374355397
672,-75.070913,0.524270786,0.63138408
767,-75.065805,3.437610099,2.634875555
590,-75.057326,3.523624417,2.972016661
335,-75.044133,3.431001907,2.728442429
512,-75.034765,3.865993162,3.273133533
791,-75.026392,3.617306667,3.14806568
76,-75.02259,3.080481212,2.250542268
504,-75.022461,3.517214979,3.033844295
343,-75.022403,3.105904361,2.592373797
940,-75.016988,3.652608133,3.031099169
45,-75.000851,3.28977557,2.51533801
696,-74.999785,3.449756749,2.805274251
223,-74.97691,3.694795432,3.063714296
84,-74.89063,0.510257796,0.543498867
297,-74.879672,0.50293423,0.573772464
