-5.000000,-5.000000,-69.126674
-4.900000,-5.000000,-67.161265
-4.800000,-5.000000,-65.295383
-4.700000,-5.000000,-63.521229
-4.600000,-5.000000,-61.831775
-4.500000,-5.000000,-60.220659
-4.400000,-5.000000,-58.682115
-4.300000,-5.000000,-57.210894
-4.200000,-5.000000,-55.802209
-4.100000,-5.000000,-54.451680
-4.000000,-5.000000,-53.155287
-3.900000,-5.000000,-51.909334
-3.800000,-5.000000,-50.710407
-3.700000,-5.000000,-49.555345
-3.600000,-5.000000,-48.441215
-3.500000,-5.000000,-47.365280
-3.400000,-5.000000,-46.324978
-3.300000,-5.000000,-45.317902
-3.200000,-5.000000,-44.341780
-3.100000,-5.000000,-43.394451
-3.000000,-5.000000,-42.473854
-2.900000,-5.000000,-41.578003
-2.800000,-5.000000,-40.704971
-2.700000,-5.000000,-39.852871
-2.600000,-5.000000,-39.019834
-2.500000,-5.000000,-38.203984
-2.400000,-5.000000,-37.403411
-2.300000,-5.000000,-36.616137
-2.200000,-5.000000,-35.840074
-2.100000,-5.000000,-35.072974
-2.000000,-5.000000,-34.312353
-1.900000,-5.000000,-33.555402
-1.800000,-5.000000,-32.798851
-1.700000,-5.000000,-32.038778
-1.600000,-5.000000,-31.270330
-1.500000,-5.000000,-30.487285
-1.400000,-5.000000,-29.681358
-1.300000,-5.000000,-28.841022
-1.200000,-5.000000,-27.949430
-1.100000,-5.000000,-26.980403
-1.000000,-5.000000,-25.890059
-0.900000,-5.000000,-24.596969
-0.800000,-5.000000,-22.926570
-0.700000,-5.000000,-20.409195
-0.600000,-5.000000,-15.103949
-0.500000,-5.000000,29.247301
-0.400000,-5.000000,-nan
-0.300000,-5.000000,-nan
-0.200000,-5.000000,-nan
-0.100000,-5.000000,-nan
-0.000000,-5.000000,-36.163534
0.100000,-5.000000,-27.835053
0.200000,-5.000000,-26.330800
0.300000,-5.000000,-25.653248
0.400000,-5.000000,-25.219688
0.500000,-5.000000,-24.888472
0.600000,-5.000000,-24.609269
0.700000,-5.000000,-24.360062
0.800000,-5.000000,-24.129854
0.900000,-5.000000,-23.912628
1.000000,-5.000000,-23.704862
1.100000,-5.000000,-23.504384
1.200000,-5.000000,-23.309799
1.300000,-5.000000,-23.120178
1.400000,-5.000000,-22.934886
1.500000,-5.000000,-22.753471
1.600000,-5.000000,-22.575608
1.700000,-5.000000,-22.401054
1.800000,-5.000000,-22.229625
1.900000,-5.000000,-22.061173
2.000000,-5.000000,-21.895583
2.100000,-5.000000,-21.732755
2.200000,-5.000000,-21.572607
2.300000,-5.000000,-21.415066
2.400000,-5.000000,-21.260069
2.500000,-5.000000,-21.107555
2.600000,-5.000000,-20.957471
2.700000,-5.000000,-20.809766
2.800000,-5.000000,-20.664390
2.900000,-5.000000,-20.521299
3.000000,-5.000000,-20.380447
3.100000,-5.000000,-20.241792
3.200000,-5.000000,-20.105290
3.300000,-5.000000,-19.970902
3.400000,-5.000000,-19.838588
3.500000,-5.000000,-19.708307
3.600000,-5.000000,-19.580022
