-5.000000,-5.000000,-287.461419
-4.900000,-5.000000,-275.535397
-4.800000,-5.000000,-263.442864
-4.700000,-5.000000,-251.242666
-4.600000,-5.000000,-238.995941
-4.500000,-5.000000,-226.764936
-4.400000,-5.000000,-214.611773
-4.300000,-5.000000,-202.597215
-4.200000,-5.000000,-190.779495
-4.100000,-5.000000,-179.213240
-4.000000,-5.000000,-167.948545
-3.900000,-5.000000,-157.030217
-3.800000,-5.000000,-146.497215
-3.700000,-5.000000,-136.382287
-3.600000,-5.000000,-126.711813
-3.500000,-5.000000,-117.505824
-3.400000,-5.000000,-108.778199
-3.300000,-5.000000,-100.536987
-3.200000,-5.000000,-92.784851
-3.100000,-5.000000,-85.519583
-3.000000,-5.000000,-78.734681
-2.900000,-5.000000,-72.419939
-2.800000,-5.000000,-66.562048
-2.700000,-5.000000,-61.145178
-2.600000,-5.000000,-56.151528
-2.500000,-5.000000,-51.561830
-2.400000,-5.000000,-47.355812
-2.300000,-5.000000,-43.512599
-2.200000,-5.000000,-40.011067
-2.100000,-5.000000,-36.830140
-2.000000,-5.000000,-33.949034
-1.900000,-5.000000,-31.347461
-1.800000,-5.000000,-29.005785
-1.700000,-5.000000,-26.905141
-1.600000,-5.000000,-25.027523
-1.500000,-5.000000,-23.355840
-1.400000,-5.000000,-21.873953
-1.300000,-5.000000,-20.566688
-1.200000,-5.000000,-19.419832
-1.100000,-5.000000,-18.420122
-1.000000,-5.000000,-17.555218
-0.900000,-5.000000,-16.813672
-0.800000,-5.000000,-16.184887
-0.700000,-5.000000,-15.659079
-0.600000,-5.000000,-15.227230
-0.500000,-5.000000,-14.881046
-0.400000,-5.000000,-14.612908
-0.300000,-5.000000,-14.415828
-0.200000,-5.000000,-14.283408
-0.100000,-5.000000,-14.209793
-0.000000,-5.000000,-14.189632
0.100000,-5.000000,-14.218041
0.200000,-5.000000,-14.290565
0.300000,-5.000000,-14.403142
0.400000,-5.000000,-14.552073
0.500000,-5.000000,-14.733990
0.600000,-5.000000,-14.945832
0.700000,-5.000000,-15.184811
0.800000,-5.000000,-15.448397
0.900000,-5.000000,-15.734289
1.000000,-5.000000,-16.040401
1.100000,-5.000000,-16.364835
1.200000,-5.000000,-16.705871
1.300000,-5.000000,-17.061949
1.400000,-5.000000,-17.431652
1.500000,-5.000000,-17.813696
1.600000,-5.000000,-18.206919
1.700000,-5.000000,-18.610263
1.800000,-5.000000,-19.022774
1.900000,-5.000000,-19.443584
2.000000,-5.000000,-19.871909
2.100000,-5.000000,-20.307038
2.200000,-5.000000,-20.748325
2.300000,-5.000000,-21.195188
2.400000,-5.000000,-21.647098
2.500000,-5.000000,-22.103576
2.600000,-5.000000,-22.564190
2.700000,-5.000000,-23.028546
2.800000,-5.000000,-23.496290
2.900000,-5.000000,-23.967101
3.000000,-5.000000,-24.440686
3.100000,-5.000000,-24.916782
3.200000,-5.000000,-25.395151
3.300000,-5.000000,-25.875577
3.400000,-5.000000,-26.357864
3.500000,-5.000000,-26.841836
3.600000,-5.000000,-27.327333
3.700000,-5.000000,-27.814208
3.800000,-5.000000,-28.302333
3.900000,-5.000000,-28.791586
4.000000,-5.000000,-29.281862
4.100000,-5.000000,-29.773064
4.200000,-5.000000,-30.265102
4.300000,-5.000000,-30.757897
4.400000,-5.000000,-31.251378
4.500000,-5.000000,-31.745480
4.600000,-5.000000,-32.240142
4.700000,-5.000000,-32.735312
4.800000,-5.000000,-33.230942
4.900000,-5.000000,-33.726988
5.000000,-5.000000,-34.223410
-5.000000,-4.900000,-287.461419
-4.900000,-4.900000,-275.535397
-4.800000,-4.900000,-263.442864
-4.700000,-4.900000,-251.242666
-4.600000,-4.900000,-238.995941
-4.500000,-4.900000,-226.764936
-4.400000,-4.900000,-214.611773
-4.300000,-4.900000,-202.597215
-4.200000,-4.900000,-190.779495
-4.100000,-4.900000,-179.213240
-4.000000,-4.900000,-167.948545
-3.900000,-4.900000,-157.030217
-3.800000,-4.900000,-146.497215
-3.700000,-4.900000,-136.382287
-3.600000,-4.900000,-126.711813
-3.500000,-4.900000,-117.505824
-3.400000,-4.900000,-108.778199
-3.300000,-4.900000,-100.536987
-3.200000,-4.900000,-92.784851
-3.100000,-4.900000,-85.519583
-3.000000,-4.900000,-78.734681
-2.900000,-4.900000,-72.419939
-2.800000,-4.900000,-66.562048
-2.700000,-4.900000,-61.145178
-2.600000,-4.900000,-56.151528
-2.500000,-4.900000,-51.561830
-2.400000,-4.900000,-47.355812
-2.300000,-4.900000,-43.512599
